

Ente;Candidato;Liste/Gruppi;Voti lista;;
SANT'ANTIMO;;FRATELLI D'ITALIA CON GIORGIA MELONI;185;;
SANT'ANTIMO;;NOI CON L'ITALIA - UDC;148;;
SANT'ANTIMO;PALMA GIOVANNA;PARTITO DEMOCRATICO;1516;;
SANT'ANTIMO;;+EUROPA;77;;
SANT'ANTIMO;;ITALIA EUROPA INSIEME;23;;
SANT'ANTIMO;;CIVICA POPOLARE LORENZIN;18;;
SANT'ANTIMO;MORRA CARLO;LIBERI E UGUALI;214;;
SANT'ANTIMO;REGA ANTONIO;POTERE AL POPOLO!;100;;
SANT'ANTIMO;LUBRANO BENITO;CASAPOUND ITALIA;44;;
SANT'ANTIMO;CASALE BENIAMINO;IL POPOLO DELLA FAMIGLIA;36;;
SANT'ANTIMO;AMATO IRENE;ITALIA AGLI ITALIANI;31;;
SANT'ANTIMO;BARBAGALLO ANTONIO;PER UNA SINISTRA RIVOLUZIONARIA;11;;
SANT'ANTIMO;SPAVONE ANNA;PARTITO REPUBBLICANO ITALIANO - ALA;7;;
SERRARA FONTANA;CASTELLONE MARIA DOMENICA;MOVIMENTO 5 STELLE;599;;
SERRARA FONTANA;BENEDUCE FLORA;FORZA ITALIA;438;;
SERRARA FONTANA;;LEGA;65;;
SERRARA FONTANA;;FRATELLI D'ITALIA CON GIORGIA MELONI;28;;
SERRARA FONTANA;;NOI CON L'ITALIA - UDC;17;;
SERRARA FONTANA;PALMA GIOVANNA;PARTITO DEMOCRATICO;128;;
SERRARA FONTANA;;+EUROPA;10;;
SERRARA FONTANA;;ITALIA EUROPA INSIEME;7;;
SERRARA FONTANA;;CIVICA POPOLARE LORENZIN;4;;
SERRARA FONTANA;MORRA CARLO;LIBERI E UGUALI;29;;
SERRARA FONTANA;CASALE BENIAMINO;IL POPOLO DELLA FAMIGLIA;11;;
SERRARA FONTANA;LUBRANO BENITO;CASAPOUND ITALIA;10;;
SERRARA FONTANA;REGA ANTONIO;POTERE AL POPOLO!;9;;
SERRARA FONTANA;AMATO IRENE;ITALIA AGLI ITALIANI;7;;
SERRARA FONTANA;SPAVONE ANNA;PARTITO REPUBBLICANO ITALIANO - ALA;1;;
SERRARA FONTANA;BARBAGALLO ANTONIO;PER UNA SINISTRA RIVOLUZIONARIA;1;;
VILLARICCA;CASTELLONE MARIA DOMENICA;MOVIMENTO 5 STELLE;7875;;
VILLARICCA;BENEDUCE FLORA;FORZA ITALIA;2775;;
VILLARICCA;;LEGA;601;;
VILLARICCA;;FRATELLI D'ITALIA CON GIORGIA MELONI;323;;
VILLARICCA;;NOI CON L'ITALIA - UDC;147;;
VILLARICCA;PALMA GIOVANNA;PARTITO DEMOCRATICO;1474;;
VILLARICCA;;+EUROPA;57;;
VILLARICCA;;ITALIA EUROPA INSIEME;21;;
VILLARICCA;;CIVICA POPOLARE LORENZIN;17;;
VILLARICCA;MORRA CARLO;LIBERI E UGUALI;360;;
VILLARICCA;REGA ANTONIO;POTERE AL POPOLO!;148;;
VILLARICCA;CASALE BENIAMINO;IL POPOLO DELLA FAMIGLIA;57;;
VILLARICCA;AMATO IRENE;ITALIA AGLI ITALIANI;54;;
VILLARICCA;LUBRANO BENITO;CASAPOUND ITALIA;44;;
VILLARICCA;BARBAGALLO ANTONIO;PER UNA SINISTRA RIVOLUZIONARIA;19;;
VILLARICCA;SPAVONE ANNA;PARTITO REPUBBLICANO ITALIANO - ALA;6;;
