

Ente;Candidato;Liste/Gruppi;Voti lista;;
BELLOSGUARDO;ANCESCHI SABRINA;PER UNA SINISTRA RIVOLUZIONARIA;14;;
BELLOSGUARDO;MANDARINO ERMANNO;ITALIA AGLI ITALIANI;5;;
BELLOSGUARDO;CARAFFA CLAUDIO;POTERE AL POPOLO!;2;;
BELLOSGUARDO;MAIESE FRANCESCO;PARTITO VALORE UMANO;1;;
BELLOSGUARDO;PLAITANO FRANCESCO;PARTITO REPUBBLICANO ITALIANO - ALA;1;;
BELLOSGUARDO;LUONGO SALVATORE;CASAPOUND ITALIA;0;;
BELLOSGUARDO;CERSOSIMO RICCARDO MARIA ANTONIO BIAGIO;IL POPOLO DELLA FAMIGLIA;0;;
BELLOSGUARDO;LORENZI RICCARDO;PARTITO COMUNISTA;0;;
BUCCINO;CASTIELLO FRANCESCO;MOVIMENTO 5 STELLE;836;;
BUCCINO;SPINELLI COSTABILE;FORZA ITALIA;488;;
BUCCINO;;LEGA;173;;
BUCCINO;;FRATELLI D'ITALIA CON GIORGIA MELONI;70;;
BUCCINO;;NOI CON L'ITALIA - UDC;44;;
BUCCINO;GALLO FILOMENA;PARTITO DEMOCRATICO;611;;
BUCCINO;;ITALIA EUROPA INSIEME;28;;
BUCCINO;;+EUROPA;21;;
BUCCINO;;CIVICA POPOLARE LORENZIN;6;;
BUCCINO;BOFFA MARIA ANTONIETTA;LIBERI E UGUALI;192;;
BUCCINO;CARAFFA CLAUDIO;POTERE AL POPOLO!;48;;
BUCCINO;LORENZI RICCARDO;PARTITO COMUNISTA;17;;
BUCCINO;MANDARINO ERMANNO;ITALIA AGLI ITALIANI;15;;
BUCCINO;LUONGO SALVATORE;CASAPOUND ITALIA;10;;
BUCCINO;ANCESCHI SABRINA;PER UNA SINISTRA RIVOLUZIONARIA;7;;
BUCCINO;MAIESE FRANCESCO;PARTITO VALORE UMANO;6;;
BUCCINO;CERSOSIMO RICCARDO MARIA ANTONIO BIAGIO;IL POPOLO DELLA FAMIGLIA;4;;
BUCCINO;PLAITANO FRANCESCO;PARTITO REPUBBLICANO ITALIANO - ALA;1;;
BUONABITACOLO;CASTIELLO FRANCESCO;MOVIMENTO 5 STELLE;555;;
BUONABITACOLO;SPINELLI COSTABILE;FORZA ITALIA;221;;
BUONABITACOLO;;LEGA;54;;
BUONABITACOLO;;FRATELLI D'ITALIA CON GIORGIA MELONI;26;;
BUONABITACOLO;;NOI CON L'ITALIA - UDC;3;;
BUONABITACOLO;GALLO FILOMENA;PARTITO DEMOCRATICO;160;;
BUONABITACOLO;;CIVICA POPOLARE LORENZIN;41;;
BUONABITACOLO;;+EUROPA;10;;
BUONABITACOLO;;ITALIA EUROPA INSIEME;5;;
BUONABITACOLO;CARAFFA CLAUDIO;POTERE AL POPOLO!;17;;
BUONABITACOLO;BOFFA MARIA ANTONIETTA;LIBERI E UGUALI;15;;
BUONABITACOLO;LUONGO SALVATORE;CASAPOUND ITALIA;8;;
BUONABITACOLO;MANDARINO ERMANNO;ITALIA AGLI ITALIANI;9;;
BUONABITACOLO;CERSOSIMO RICCARDO MARIA ANTONIO BIAGIO;IL POPOLO DELLA FAMIGLIA;6;;
BUONABITACOLO;MAIESE FRANCESCO;PARTITO VALORE UMANO;4;;
BUONABITACOLO;LORENZI RICCARDO;PARTITO COMUNISTA;3;;
BUONABITACOLO;PLAITANO FRANCESCO;PARTITO REPUBBLICANO ITALIANO - ALA;2;;
BUONABITACOLO;ANCESCHI SABRINA;PER UNA SINISTRA RIVOLUZIONARIA;0;;
CAGGIANO;CASTIELLO FRANCESCO;MOVIMENTO 5 STELLE;460;;
CAGGIANO;GALLO FILOMENA;PARTITO DEMOCRATICO;356;;
CAGGIANO;;+EUROPA;22;;
CAGGIANO;;CIVICA POPOLARE LORENZIN;8;;
CAGGIANO;;ITALIA EUROPA INSIEME;5;;
CAGGIANO;SPINELLI COSTABILE;FORZA ITALIA;231;;
CAGGIANO;;LEGA;99;;
CAGGIANO;;FRATELLI D'ITALIA CON GIORGIA MELONI;36;;
CAGGIANO;;NOI CON L'ITALIA - UDC;24;;
CAGGIANO;BOFFA MARIA ANTONIETTA;LIBERI E UGUALI;44;;
CAGGIANO;MANDARINO ERMANNO;ITALIA AGLI ITALIANI;10;;
CAGGIANO;LUONGO SALVATORE;CASAPOUND ITALIA;8;;
CAGGIANO;LORENZI RICCARDO;PARTITO COMUNISTA;6;;
CAGGIANO;CARAFFA CLAUDIO;POTERE AL POPOLO!;3;;
CAGGIANO;CERSOSIMO RICCARDO MARIA ANTONIO BIAGIO;IL POPOLO DELLA FAMIGLIA;2;;
CAGGIANO;MAIESE FRANCESCO;PARTITO VALORE UMANO;1;;
CAGGIANO;PLAITANO FRANCESCO;PARTITO REPUBBLICANO ITALIANO - ALA;1;;
CAGGIANO;ANCESCHI SABRINA;PER UNA SINISTRA RIVOLUZIONARIA;0;;
CALVANICO;CASTIELLO FRANCESCO;MOVIMENTO 5 STELLE;286;;
CALVANICO;SPINELLI COSTABILE;FORZA ITALIA;155;;
CALVANICO;;LEGA;31;;
CALVANICO;;FRATELLI D'ITALIA CON GIORGIA MELONI;19;;
CALVANICO;;NOI CON L'ITALIA - UDC;4;;
CALVANICO;GALLO FILOMENA;PARTITO DEMOCRATICO;151;;
CALVANICO;;ITALIA EUROPA INSIEME;29;;
CALVANICO;;+EUROPA;6;;
CALVANICO;;CIVICA POPOLARE LORENZIN;1;;
CALVANICO;BOFFA MARIA ANTONIETTA;LIBERI E UGUALI;21;;
CALVANICO;CARAFFA CLAUDIO;POTERE AL POPOLO!;7;;
CALVANICO;LORENZI RICCARDO;PARTITO COMUNISTA;6;;
CALVANICO;MANDARINO ERMANNO;ITALIA AGLI ITALIANI;4;;
CALVANICO;LUONGO SALVATORE;CASAPOUND ITALIA;3;;
