

Ente;Candidato;Liste/Gruppi;Voti lista;;
GRAGNANO;PEZZA LUCA GABRIELE MARIO;PER UNA SINISTRA RIVOLUZIONARIA;7;;
LETTERE;LA MURA VIRGINIA;MOVIMENTO 5 STELLE;1309;;
LETTERE;RIVELLINI CRESCENZIO;FORZA ITALIA;1094;;
LETTERE;;LEGA;84;;
LETTERE;;FRATELLI D'ITALIA CON GIORGIA MELONI;62;;
LETTERE;;NOI CON L'ITALIA - UDC;25;;
LETTERE;MANNIELLO FRANCESCO;PARTITO DEMOCRATICO;201;;
LETTERE;;CIVICA POPOLARE LORENZIN;92;;
LETTERE;;ITALIA EUROPA INSIEME;6;;
LETTERE;;+EUROPA;5;;
LETTERE;FARDELLI DIANA RITA;POTERE AL POPOLO!;17;;
LETTERE;CIRILLO VINCENZO;LIBERI E UGUALI;15;;
LETTERE;ANDRETTI CIRO;ITALIA AGLI ITALIANI;7;;
LETTERE;ERRICO JESSICA;IL POPOLO DELLA FAMIGLIA;7;;
LETTERE;ESPOSITO ALESSANDRO;CASAPOUND ITALIA;4;;
LETTERE;TASSI ALESSANDRA;PARTITO COMUNISTA;4;;
LETTERE;LIGUORO RAFFAELLA;PARTITO VALORE UMANO;2;;
LETTERE;PEZZA LUCA GABRIELE MARIO;PER UNA SINISTRA RIVOLUZIONARIA;1;;
LETTERE;FARO CIRO;PARTITO REPUBBLICANO ITALIANO - ALA;0;;
MASSA LUBRENSE;LA MURA VIRGINIA;MOVIMENTO 5 STELLE;2740;;
MASSA LUBRENSE;RIVELLINI CRESCENZIO;FORZA ITALIA;1684;;
MASSA LUBRENSE;;LEGA;258;;
MASSA LUBRENSE;;FRATELLI D'ITALIA CON GIORGIA MELONI;227;;
MASSA LUBRENSE;;NOI CON L'ITALIA - UDC;48;;
MASSA LUBRENSE;MANNIELLO FRANCESCO;PARTITO DEMOCRATICO;983;;
MASSA LUBRENSE;;+EUROPA;90;;
MASSA LUBRENSE;;ITALIA EUROPA INSIEME;80;;
MASSA LUBRENSE;;CIVICA POPOLARE LORENZIN;59;;
MASSA LUBRENSE;CIRILLO VINCENZO;LIBERI E UGUALI;80;;
MASSA LUBRENSE;FARDELLI DIANA RITA;POTERE AL POPOLO!;50;;
MASSA LUBRENSE;ERRICO JESSICA;IL POPOLO DELLA FAMIGLIA;37;;
MASSA LUBRENSE;ESPOSITO ALESSANDRO;CASAPOUND ITALIA;35;;
MASSA LUBRENSE;ANDRETTI CIRO;ITALIA AGLI ITALIANI;23;;
MASSA LUBRENSE;TASSI ALESSANDRA;PARTITO COMUNISTA;13;;
MASSA LUBRENSE;FARO CIRO;PARTITO REPUBBLICANO ITALIANO - ALA;11;;
MASSA LUBRENSE;LIGUORO RAFFAELLA;PARTITO VALORE UMANO;4;;
MASSA LUBRENSE;PEZZA LUCA GABRIELE MARIO;PER UNA SINISTRA RIVOLUZIONARIA;2;;
META;LA MURA VIRGINIA;MOVIMENTO 5 STELLE;1892;;
META;RIVELLINI CRESCENZIO;FORZA ITALIA;602;;
META;;LEGA;147;;
META;;FRATELLI D'ITALIA CON GIORGIA MELONI;130;;
META;;NOI CON L'ITALIA - UDC;29;;
META;MANNIELLO FRANCESCO;PARTITO DEMOCRATICO;715;;
META;;+EUROPA;70;;
META;;ITALIA EUROPA INSIEME;17;;
META;;CIVICA POPOLARE LORENZIN;14;;
META;CIRILLO VINCENZO;LIBERI E UGUALI;84;;
META;FARDELLI DIANA RITA;POTERE AL POPOLO!;40;;
META;ESPOSITO ALESSANDRO;CASAPOUND ITALIA;42;;
META;ERRICO JESSICA;IL POPOLO DELLA FAMIGLIA;20;;
META;TASSI ALESSANDRA;PARTITO COMUNISTA;12;;
META;ANDRETTI CIRO;ITALIA AGLI ITALIANI;9;;
META;LIGUORO RAFFAELLA;PARTITO VALORE UMANO;2;;
META;FARO CIRO;PARTITO REPUBBLICANO ITALIANO - ALA;2;;
META;PEZZA LUCA GABRIELE MARIO;PER UNA SINISTRA RIVOLUZIONARIA;0;;
PIANO DI SORRENTO;LA MURA VIRGINIA;MOVIMENTO 5 STELLE;2715;;
PIANO DI SORRENTO;RIVELLINI CRESCENZIO;FORZA ITALIA;1422;;
PIANO DI SORRENTO;;LEGA;282;;
PIANO DI SORRENTO;;FRATELLI D'ITALIA CON GIORGIA MELONI;242;;
PIANO DI SORRENTO;;NOI CON L'ITALIA - UDC;49;;
PIANO DI SORRENTO;MANNIELLO FRANCESCO;PARTITO DEMOCRATICO;1151;;
PIANO DI SORRENTO;;+EUROPA;136;;
PIANO DI SORRENTO;;ITALIA EUROPA INSIEME;29;;
PIANO DI SORRENTO;;CIVICA POPOLARE LORENZIN;20;;
PIANO DI SORRENTO;CIRILLO VINCENZO;LIBERI E UGUALI;124;;
PIANO DI SORRENTO;ESPOSITO ALESSANDRO;CASAPOUND ITALIA;81;;
PIANO DI SORRENTO;FARDELLI DIANA RITA;POTERE AL POPOLO!;41;;
PIANO DI SORRENTO;ERRICO JESSICA;IL POPOLO DELLA FAMIGLIA;22;;
PIANO DI SORRENTO;ANDRETTI CIRO;ITALIA AGLI ITALIANI;18;;
PIANO DI SORRENTO;TASSI ALESSANDRA;PARTITO COMUNISTA;10;;
PIANO DI SORRENTO;LIGUORO RAFFAELLA;PARTITO VALORE UMANO;9;;
PIANO DI SORRENTO;FARO CIRO;PARTITO REPUBBLICANO ITALIANO - ALA;5;;
PIANO DI SORRENTO;PEZZA LUCA GABRIELE MARIO;PER UNA SINISTRA RIVOLUZIONARIA;5;;
PIMONTE;RIVELLINI CRESCENZIO;FORZA ITALIA;928;;
PIMONTE;;FRATELLI D'ITALIA CON GIORGIA MELONI;147;;
PIMONTE;;LEGA;52;;
PIMONTE;;NOI CON L'ITALIA - UDC;12;;
PIMONTE;LA MURA VIRGINIA;MOVIMENTO 5 STELLE;906;;
PIMONTE;MANNIELLO FRANCESCO;PARTITO DEMOCRATICO;329;;
PIMONTE;;CIVICA POPOLARE LORENZIN;155;;
PIMONTE;;+EUROPA;22;;
PIMONTE;;ITALIA EUROPA INSIEME;4;;
PIMONTE;CIRILLO VINCENZO;LIBERI E UGUALI;27;;
PIMONTE;ESPOSITO ALESSANDRO;CASAPOUND ITALIA;19;;
PIMONTE;ANDRETTI CIRO;ITALIA AGLI ITALIANI;10;;
PIMONTE;FARDELLI DIANA RITA;POTERE AL POPOLO!;9;;
PIMONTE;TASSI ALESSANDRA;PARTITO COMUNISTA;4;;
PIMONTE;ERRICO JESSICA;IL POPOLO DELLA FAMIGLIA;3;;
PIMONTE;FARO CIRO;PARTITO REPUBBLICANO ITALIANO - ALA;2;;
PIMONTE;LIGUORO RAFFAELLA;PARTITO VALORE UMANO;1;;
PIMONTE;PEZZA LUCA GABRIELE MARIO;PER UNA SINISTRA RIVOLUZIONARIA;0;;
POMPEI;LA MURA VIRGINIA;MOVIMENTO 5 STELLE;6287;;
POMPEI;RIVELLINI CRESCENZIO;FORZA ITALIA;2694;;
POMPEI;;LEGA;385;;
POMPEI;;NOI CON L'ITALIA - UDC;330;;
POMPEI;;FRATELLI D'ITALIA CON GIORGIA MELONI;279;;
POMPEI;MANNIELLO FRANCESCO;PARTITO DEMOCRATICO;1295;;
POMPEI;;+EUROPA;113;;
POMPEI;;CIVICA POPOLARE LORENZIN;95;;
POMPEI;;ITALIA EUROPA INSIEME;31;;
POMPEI;CIRILLO VINCENZO;LIBERI E UGUALI;229;;
POMPEI;ERRICO JESSICA;IL POPOLO DELLA FAMIGLIA;146;;
POMPEI;FARDELLI DIANA RITA;POTERE AL POPOLO!;107;;
POMPEI;ESPOSITO ALESSANDRO;CASAPOUND ITALIA;47;;
POMPEI;ANDRETTI CIRO;ITALIA AGLI ITALIANI;32;;
POMPEI;TASSI ALESSANDRA;PARTITO COMUNISTA;14;;
POMPEI;FARO CIRO;PARTITO REPUBBLICANO ITALIANO - ALA;13;;
POMPEI;PEZZA LUCA GABRIELE MARIO;PER UNA SINISTRA RIVOLUZIONARIA;8;;
POMPEI;LIGUORO RAFFAELLA;PARTITO VALORE UMANO;4;;
SANTA MARIA LA CARITA';RIVELLINI CRESCENZIO;FORZA ITALIA;2053;;
SANTA MARIA LA CARITA';;FRATELLI D'ITALIA CON GIORGIA MELONI;170;;
SANTA MARIA LA CARITA';;LEGA;141;;
SANTA MARIA LA CARITA';;NOI CON L'ITALIA - UDC;75;;
SANTA MARIA LA CARITA';LA MURA VIRGINIA;MOVIMENTO 5 STELLE;2286;;
SANTA MARIA LA CARITA';MANNIELLO FRANCESCO;PARTITO DEMOCRATICO;402;;
SANTA MARIA LA CARITA';;CIVICA POPOLARE LORENZIN;51;;
SANTA MARIA LA CARITA';;+EUROPA;22;;
SANTA MARIA LA CARITA';;ITALIA EUROPA INSIEME;4;;
SANTA MARIA LA CARITA';CIRILLO VINCENZO;LIBERI E UGUALI;62;;
SANTA MARIA LA CARITA';FARDELLI DIANA RITA;POTERE AL POPOLO!;28;;
SANTA MARIA LA CARITA';ERRICO JESSICA;IL POPOLO DELLA FAMIGLIA;23;;
SANTA MARIA LA CARITA';ANDRETTI CIRO;ITALIA AGLI ITALIANI;15;;
SANTA MARIA LA CARITA';ESPOSITO ALESSANDRO;CASAPOUND ITALIA;6;;
SANTA MARIA LA CARITA';TASSI ALESSANDRA;PARTITO COMUNISTA;5;;
SANTA MARIA LA CARITA';LIGUORO RAFFAELLA;PARTITO VALORE UMANO;3;;
SANTA MARIA LA CARITA';PEZZA LUCA GABRIELE MARIO;PER UNA SINISTRA RIVOLUZIONARIA;2;;
SANTA MARIA LA CARITA';FARO CIRO;PARTITO REPUBBLICANO ITALIANO - ALA;2;;
SANT'AGNELLO;LA MURA VIRGINIA;MOVIMENTO 5 STELLE;1947;;
SANT'AGNELLO;RIVELLINI CRESCENZIO;FORZA ITALIA;948;;
SANT'AGNELLO;;LEGA;176;;
SANT'AGNELLO;;FRATELLI D'ITALIA CON GIORGIA MELONI;119;;
SANT'AGNELLO;;NOI CON L'ITALIA - UDC;28;;
SANT'AGNELLO;MANNIELLO FRANCESCO;PARTITO DEMOCRATICO;718;;
SANT'AGNELLO;;+EUROPA;84;;
SANT'AGNELLO;;ITALIA EUROPA INSIEME;15;;
SANT'AGNELLO;;CIVICA POPOLARE LORENZIN;12;;
SANT'AGNELLO;CIRILLO VINCENZO;LIBERI E UGUALI;109;;
SANT'AGNELLO;ESPOSITO ALESSANDRO;CASAPOUND ITALIA;45;;
SANT'AGNELLO;FARDELLI DIANA RITA;POTERE AL POPOLO!;35;;
SANT'AGNELLO;ANDRETTI CIRO;ITALIA AGLI ITALIANI;17;;
SANT'AGNELLO;ERRICO JESSICA;IL POPOLO DELLA FAMIGLIA;13;;
SANT'AGNELLO;FARO CIRO;PARTITO REPUBBLICANO ITALIANO - ALA;7;;
SANT'AGNELLO;TASSI ALESSANDRA;PARTITO COMUNISTA;6;;
SANT'AGNELLO;LIGUORO RAFFAELLA;PARTITO VALORE UMANO;2;;
SANT'AGNELLO;PEZZA LUCA GABRIELE MARIO;PER UNA SINISTRA RIVOLUZIONARIA;2;;
SANT'ANTONIO ABATE;LA MURA VIRGINIA;MOVIMENTO 5 STELLE;4597;;
SANT'ANTONIO ABATE;RIVELLINI CRESCENZIO;FORZA ITALIA;2377;;
SANT'ANTONIO ABATE;;FRATELLI D'ITALIA CON GIORGIA MELONI;430;;
SANT'ANTONIO ABATE;;LEGA;302;;
SANT'ANTONIO ABATE;;NOI CON L'ITALIA - UDC;75;;
SANT'ANTONIO ABATE;MANNIELLO FRANCESCO;PARTITO DEMOCRATICO;513;;
SANT'ANTONIO ABATE;;CIVICA POPOLARE LORENZIN;217;;
SANT'ANTONIO ABATE;;+EUROPA;44;;
SANT'ANTONIO ABATE;;ITALIA EUROPA INSIEME;11;;
SANT'ANTONIO ABATE;CIRILLO VINCENZO;LIBERI E UGUALI;82;;
SANT'ANTONIO ABATE;ERRICO JESSICA;IL POPOLO DELLA FAMIGLIA;57;;
SANT'ANTONIO ABATE;FARDELLI DIANA RITA;POTERE AL POPOLO!;55;;
SANT'ANTONIO ABATE;ANDRETTI CIRO;ITALIA AGLI ITALIANI;26;;
SANT'ANTONIO ABATE;ESPOSITO ALESSANDRO;CASAPOUND ITALIA;22;;
SANT'ANTONIO ABATE;TASSI ALESSANDRA;PARTITO COMUNISTA;16;;
SANT'ANTONIO ABATE;PEZZA LUCA GABRIELE MARIO;PER UNA SINISTRA RIVOLUZIONARIA;12;;
SANT'ANTONIO ABATE;LIGUORO RAFFAELLA;PARTITO VALORE UMANO;3;;
SANT'ANTONIO ABATE;FARO CIRO;PARTITO REPUBBLICANO ITALIANO - ALA;4;;
SORRENTO;LA MURA VIRGINIA;MOVIMENTO 5 STELLE;2854;;
SORRENTO;RIVELLINI CRESCENZIO;FORZA ITALIA;1820;;
SORRENTO;;LEGA;391;;
SORRENTO;;FRATELLI D'ITALIA CON GIORGIA MELONI;350;;
SORRENTO;;NOI CON L'ITALIA - UDC;48;;
SORRENTO;MANNIELLO FRANCESCO;PARTITO DEMOCRATICO;1405;;
SORRENTO;;+EUROPA;147;;
SORRENTO;;CIVICA POPOLARE LORENZIN;52;;
SORRENTO;;ITALIA EUROPA INSIEME;51;;
SORRENTO;CIRILLO VINCENZO;LIBERI E UGUALI;159;;
SORRENTO;FARDELLI DIANA RITA;POTERE AL POPOLO!;77;;
SORRENTO;ESPOSITO ALESSANDRO;CASAPOUND ITALIA;60;;
SORRENTO;ERRICO JESSICA;IL POPOLO DELLA FAMIGLIA;31;;
SORRENTO;ANDRETTI CIRO;ITALIA AGLI ITALIANI;25;;
SORRENTO;FARO CIRO;PARTITO REPUBBLICANO ITALIANO - ALA;16;;
SORRENTO;LIGUORO RAFFAELLA;PARTITO VALORE UMANO;10;;
SORRENTO;TASSI ALESSANDRA;PARTITO COMUNISTA;7;;
SORRENTO;PEZZA LUCA GABRIELE MARIO;PER UNA SINISTRA RIVOLUZIONARIA;6;;
TORRE ANNUNZIATA;LA MURA VIRGINIA;MOVIMENTO 5 STELLE;9752;;
TORRE ANNUNZIATA;RIVELLINI CRESCENZIO;FORZA ITALIA;3035;;
TORRE ANNUNZIATA;;LEGA;333;;
TORRE ANNUNZIATA;;FRATELLI D'ITALIA CON GIORGIA MELONI;302;;
TORRE ANNUNZIATA;;NOI CON L'ITALIA - UDC;103;;
TORRE ANNUNZIATA;MANNIELLO FRANCESCO;PARTITO DEMOCRATICO;2708;;
TORRE ANNUNZIATA;;+EUROPA;140;;
TORRE ANNUNZIATA;;ITALIA EUROPA INSIEME;53;;
TORRE ANNUNZIATA;;CIVICA POPOLARE LORENZIN;37;;
TORRE ANNUNZIATA;CIRILLO VINCENZO;LIBERI E UGUALI;332;;
TORRE ANNUNZIATA;FARDELLI DIANA RITA;POTERE AL POPOLO!;202;;
TORRE ANNUNZIATA;ESPOSITO ALESSANDRO;CASAPOUND ITALIA;61;;
TORRE ANNUNZIATA;FARO CIRO;PARTITO REPUBBLICANO ITALIANO - ALA;41;;
TORRE ANNUNZIATA;ANDRETTI CIRO;ITALIA AGLI ITALIANI;38;;
TORRE ANNUNZIATA;TASSI ALESSANDRA;PARTITO COMUNISTA;34;;
