

Ente;Liste/Gruppi;Voti;
SAN PIETRO AL TANAGRO;EUROPA VERDE;17;;
SAN PIETRO AL TANAGRO;LA SINISTRA;17;;
SAN PIETRO AL TANAGRO;PARTITO ANIMALISTA;9;;
SAN PIETRO AL TANAGRO;PARTITO COMUNISTA;9;;
SAN PIETRO AL TANAGRO;PARTITO PIRATA;8;;
SAN PIETRO AL TANAGRO;POPOLARI PER L'ITALIA;4;;
SAN PIETRO AL TANAGRO;FORZA NUOVA;2;;
SAN PIETRO AL TANAGRO;CASAPOUND ITALIA - DESTRE UNITE;2;;
SAN PIETRO AL TANAGRO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
SAN RUFO;LEGA SALVINI PREMIER;352;;
SAN RUFO;MOVIMENTO 5 STELLE;163;;
SAN RUFO;PARTITO DEMOCRATICO;160;;
SAN RUFO;FORZA ITALIA;106;;
SAN RUFO;FRATELLI D'ITALIA;33;;
SAN RUFO;PARTITO ANIMALISTA;14;;
SAN RUFO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;13;;
SAN RUFO;LA SINISTRA;12;;
SAN RUFO;EUROPA VERDE;11;;
SAN RUFO;CASAPOUND ITALIA - DESTRE UNITE;3;;
SAN RUFO;FORZA NUOVA;3;;
SAN RUFO;PARTITO COMUNISTA;3;;
SAN RUFO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;3;;
SAN RUFO;POPOLARI PER L'ITALIA;1;;
SAN RUFO;PARTITO PIRATA;0;;
SANTA MARINA;LEGA SALVINI PREMIER;391;;
SANTA MARINA;FRATELLI D'ITALIA;371;;
SANTA MARINA;MOVIMENTO 5 STELLE;213;;
SANTA MARINA;PARTITO DEMOCRATICO;139;;
SANTA MARINA;FORZA ITALIA;79;;
SANTA MARINA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;18;;
SANTA MARINA;EUROPA VERDE;15;;
SANTA MARINA;LA SINISTRA;12;;
SANTA MARINA;PARTITO COMUNISTA;11;;
SANTA MARINA;PARTITO ANIMALISTA;6;;
SANTA MARINA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;5;;
SANTA MARINA;POPOLARI PER L'ITALIA;3;;
SANTA MARINA;FORZA NUOVA;1;;
SANTA MARINA;CASAPOUND ITALIA - DESTRE UNITE;1;;
SANTA MARINA;PARTITO PIRATA;0;;
SANT'ANGELO A FASANELLA;PARTITO DEMOCRATICO;61;;
SANT'ANGELO A FASANELLA;MOVIMENTO 5 STELLE;46;;
SANT'ANGELO A FASANELLA;LEGA SALVINI PREMIER;45;;
SANT'ANGELO A FASANELLA;FORZA ITALIA;30;;
SANT'ANGELO A FASANELLA;FRATELLI D'ITALIA;12;;
SANT'ANGELO A FASANELLA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;11;;
SANT'ANGELO A FASANELLA;EUROPA VERDE;4;;
SANT'ANGELO A FASANELLA;PARTITO ANIMALISTA;1;;
SANT'ANGELO A FASANELLA;PARTITO COMUNISTA;1;;
SANT'ANGELO A FASANELLA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
SANT'ANGELO A FASANELLA;FORZA NUOVA;0;;
SANT'ANGELO A FASANELLA;LA SINISTRA;0;;
SANT'ANGELO A FASANELLA;PARTITO PIRATA;0;;
SANT'ANGELO A FASANELLA;CASAPOUND ITALIA - DESTRE UNITE;0;;
SANT'ANGELO A FASANELLA;POPOLARI PER L'ITALIA;0;;
SANT'ARSENIO;PARTITO DEMOCRATICO;370;;
SANT'ARSENIO;MOVIMENTO 5 STELLE;264;;
SANT'ARSENIO;LEGA SALVINI PREMIER;193;;
SANT'ARSENIO;FRATELLI D'ITALIA;88;;
SANT'ARSENIO;FORZA ITALIA;81;;
SANT'ARSENIO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;46;;
SANT'ARSENIO;EUROPA VERDE;17;;
SANT'ARSENIO;LA SINISTRA;12;;
SANT'ARSENIO;PARTITO COMUNISTA;9;;
SANT'ARSENIO;PARTITO ANIMALISTA;6;;
SANT'ARSENIO;POPOLARI PER L'ITALIA;5;;
SANT'ARSENIO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;3;;
SANT'ARSENIO;PARTITO PIRATA;2;;
SANT'ARSENIO;CASAPOUND ITALIA - DESTRE UNITE;0;;
SANT'ARSENIO;FORZA NUOVA;0;;
SANT'EGIDIO DEL MONTE ALBINO;FRATELLI D'ITALIA;923;;
SANT'EGIDIO DEL MONTE ALBINO;MOVIMENTO 5 STELLE;920;;
SANT'EGIDIO DEL MONTE ALBINO;FORZA ITALIA;704;;
SANT'EGIDIO DEL MONTE ALBINO;LEGA SALVINI PREMIER;678;;
SANT'EGIDIO DEL MONTE ALBINO;PARTITO DEMOCRATICO;237;;
SANT'EGIDIO DEL MONTE ALBINO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;50;;
SANT'EGIDIO DEL MONTE ALBINO;LA SINISTRA;33;;
SANT'EGIDIO DEL MONTE ALBINO;EUROPA VERDE;31;;
SANT'EGIDIO DEL MONTE ALBINO;PARTITO COMUNISTA;13;;
SANT'EGIDIO DEL MONTE ALBINO;PARTITO ANIMALISTA;12;;
SANT'EGIDIO DEL MONTE ALBINO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;9;;
SANT'EGIDIO DEL MONTE ALBINO;POPOLARI PER L'ITALIA;9;;
SANT'EGIDIO DEL MONTE ALBINO;FORZA NUOVA;4;;
SANT'EGIDIO DEL MONTE ALBINO;PARTITO PIRATA;3;;
SANT'EGIDIO DEL MONTE ALBINO;CASAPOUND ITALIA - DESTRE UNITE;2;;
SANTOMENNA;PARTITO DEMOCRATICO;66;;
SANTOMENNA;LEGA SALVINI PREMIER;58;;
SANTOMENNA;MOVIMENTO 5 STELLE;26;;
SANTOMENNA;FORZA ITALIA;14;;
SANTOMENNA;FRATELLI D'ITALIA;9;;
SANTOMENNA;CASAPOUND ITALIA - DESTRE UNITE;1;;
SANTOMENNA;FORZA NUOVA;1;;
SANTOMENNA;LA SINISTRA;1;;
SANTOMENNA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;1;;
SANTOMENNA;PARTITO ANIMALISTA;1;;
SANTOMENNA;PARTITO COMUNISTA;1;;
SANTOMENNA;POPOLARI PER L'ITALIA;0;;
SANTOMENNA;PARTITO PIRATA;0;;
SANTOMENNA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
SANTOMENNA;EUROPA VERDE;0;;
SAN VALENTINO TORIO;MOVIMENTO 5 STELLE;955;;
SAN VALENTINO TORIO;LEGA SALVINI PREMIER;894;;
SAN VALENTINO TORIO;PARTITO DEMOCRATICO;684;;
SAN VALENTINO TORIO;FRATELLI D'ITALIA;518;;
SAN VALENTINO TORIO;FORZA ITALIA;504;;
SAN VALENTINO TORIO;LA SINISTRA;55;;
SAN VALENTINO TORIO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;50;;
SAN VALENTINO TORIO;EUROPA VERDE;21;;
SAN VALENTINO TORIO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;20;;
SAN VALENTINO TORIO;PARTITO COMUNISTA;18;;
SAN VALENTINO TORIO;PARTITO ANIMALISTA;16;;
SAN VALENTINO TORIO;POPOLARI PER L'ITALIA;10;;
SAN VALENTINO TORIO;FORZA NUOVA;9;;
SAN VALENTINO TORIO;CASAPOUND ITALIA - DESTRE UNITE;7;;
SAN VALENTINO TORIO;PARTITO PIRATA;5;;
SANZA;LEGA SALVINI PREMIER;417;;
SANZA;PARTITO DEMOCRATICO;279;;
SANZA;MOVIMENTO 5 STELLE;166;;
SANZA;FRATELLI D'ITALIA;126;;
SANZA;FORZA ITALIA;66;;
SANZA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;24;;
SANZA;LA SINISTRA;11;;
SANZA;POPOLARI PER L'ITALIA;7;;
SANZA;FORZA NUOVA;4;;
SANZA;EUROPA VERDE;4;;
SANZA;PARTITO PIRATA;3;;
SANZA;PARTITO ANIMALISTA;3;;
SANZA;CASAPOUND ITALIA - DESTRE UNITE;2;;
SANZA;PARTITO COMUNISTA;2;;
SANZA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
SAPRI;LEGA SALVINI PREMIER;767;;
SAPRI;MOVIMENTO 5 STELLE;560;;
SAPRI;PARTITO DEMOCRATICO;518;;
SAPRI;FORZA ITALIA;265;;
SAPRI;FRATELLI D'ITALIA;175;;
SAPRI;EUROPA VERDE;42;;
SAPRI;LA SINISTRA;42;;
SAPRI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;35;;
SAPRI;PARTITO COMUNISTA;27;;
SAPRI;PARTITO ANIMALISTA;14;;
SAPRI;CASAPOUND ITALIA - DESTRE UNITE;10;;
SAPRI;PARTITO PIRATA;5;;
SAPRI;POPOLARI PER L'ITALIA;1;;
SAPRI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
SAPRI;FORZA NUOVA;0;;
SARNO;MOVIMENTO 5 STELLE;3799;;
SARNO;LEGA SALVINI PREMIER;3685;;
SARNO;PARTITO DEMOCRATICO;3342;;
SARNO;FORZA ITALIA;2965;;
SARNO;FRATELLI D'ITALIA;1617;;
SARNO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;657;;
SARNO;LA SINISTRA;276;;
SARNO;EUROPA VERDE;202;;
SARNO;PARTITO COMUNISTA;172;;
SARNO;PARTITO ANIMALISTA;147;;
SARNO;POPOLARI PER L'ITALIA;123;;
SARNO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;96;;
SARNO;CASAPOUND ITALIA - DESTRE UNITE;38;;
SARNO;FORZA NUOVA;33;;
SARNO;PARTITO PIRATA;12;;
SASSANO;LEGA SALVINI PREMIER;487;;
SASSANO;PARTITO DEMOCRATICO;359;;
SASSANO;MOVIMENTO 5 STELLE;249;;
SASSANO;FORZA ITALIA;190;;
SASSANO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;84;;
SASSANO;FRATELLI D'ITALIA;81;;
SASSANO;LA SINISTRA;8;;
SASSANO;EUROPA VERDE;5;;
SASSANO;PARTITO ANIMALISTA;5;;
SASSANO;PARTITO COMUNISTA;5;;
SASSANO;CASAPOUND ITALIA - DESTRE UNITE;4;;
SASSANO;FORZA NUOVA;3;;
SASSANO;POPOLARI PER L'ITALIA;2;;
SASSANO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
SASSANO;PARTITO PIRATA;1;;
SCAFATI;MOVIMENTO 5 STELLE;9273;;
SCAFATI;LEGA SALVINI PREMIER;5106;;
SCAFATI;FORZA ITALIA;4845;;
SCAFATI;PARTITO DEMOCRATICO;3531;;
SCAFATI;FRATELLI D'ITALIA;1911;;
SCAFATI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;717;;
SCAFATI;EUROPA VERDE;313;;
SCAFATI;LA SINISTRA;310;;
SCAFATI;PARTITO ANIMALISTA;208;;
SCAFATI;PARTITO COMUNISTA;203;;
SCAFATI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;172;;
SCAFATI;POPOLARI PER L'ITALIA;91;;
SCAFATI;PARTITO PIRATA;51;;
SCAFATI;CASAPOUND ITALIA - DESTRE UNITE;39;;
SCAFATI;FORZA NUOVA;30;;
SCALA;LEGA SALVINI PREMIER;187;;
SCALA;FORZA ITALIA;100;;
SCALA;MOVIMENTO 5 STELLE;99;;
SCALA;PARTITO DEMOCRATICO;84;;
SCALA;FRATELLI D'ITALIA;26;;
SCALA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;14;;
SCALA;POPOLARI PER L'ITALIA;13;;
SCALA;LA SINISTRA;6;;
SCALA;EUROPA VERDE;5;;
SCALA;PARTITO COMUNISTA;4;;
SCALA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
SCALA;PARTITO PIRATA;1;;
SCALA;PARTITO ANIMALISTA;1;;
SCALA;CASAPOUND ITALIA - DESTRE UNITE;1;;
SCALA;FORZA NUOVA;0;;
SERRAMEZZANA;LEGA SALVINI PREMIER;53;;
SERRAMEZZANA;PARTITO DEMOCRATICO;20;;
SERRAMEZZANA;FRATELLI D'ITALIA;15;;
SERRAMEZZANA;MOVIMENTO 5 STELLE;11;;
SERRAMEZZANA;FORZA ITALIA;8;;
SERRAMEZZANA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;6;;
SERRAMEZZANA;PARTITO COMUNISTA;3;;
SERRAMEZZANA;CASAPOUND ITALIA - DESTRE UNITE;2;;
SERRAMEZZANA;FORZA NUOVA;1;;
SERRAMEZZANA;LA SINISTRA;1;;
SERRAMEZZANA;EUROPA VERDE;0;;
SERRAMEZZANA;POPOLARI PER L'ITALIA;0;;
SERRAMEZZANA;PARTITO ANIMALISTA;0;;
SERRAMEZZANA;PARTITO PIRATA;0;;
SERRAMEZZANA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
SERRE;MOVIMENTO 5 STELLE;376;;
SERRE;LEGA SALVINI PREMIER;287;;
SERRE;PARTITO DEMOCRATICO;286;;
SERRE;FORZA ITALIA;138;;
SERRE;LA SINISTRA;64;;
SERRE;FRATELLI D'ITALIA;47;;
SERRE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;16;;
SERRE;POPOLARI PER L'ITALIA;13;;
SERRE;PARTITO ANIMALISTA;9;;
SERRE;PARTITO COMUNISTA;7;;
SERRE;EUROPA VERDE;6;;
SERRE;FORZA NUOVA;3;;
SERRE;CASAPOUND ITALIA - DESTRE UNITE;2;;
SERRE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
SERRE;PARTITO PIRATA;2;;
SESSA CILENTO;LEGA SALVINI PREMIER;156;;
SESSA CILENTO;MOVIMENTO 5 STELLE;99;;
SESSA CILENTO;PARTITO DEMOCRATICO;90;;
SESSA CILENTO;FRATELLI D'ITALIA;88;;
SESSA CILENTO;FORZA ITALIA;66;;
SESSA CILENTO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;39;;
SESSA CILENTO;LA SINISTRA;5;;
SESSA CILENTO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;4;;
SESSA CILENTO;POPOLARI PER L'ITALIA;3;;
SESSA CILENTO;PARTITO COMUNISTA;3;;
SESSA CILENTO;EUROPA VERDE;2;;
SESSA CILENTO;CASAPOUND ITALIA - DESTRE UNITE;1;;
SESSA CILENTO;FORZA NUOVA;1;;
SESSA CILENTO;PARTITO PIRATA;1;;
SESSA CILENTO;PARTITO ANIMALISTA;0;;
SIANO;PARTITO DEMOCRATICO;1239;;
SIANO;MOVIMENTO 5 STELLE;1167;;
SIANO;LEGA SALVINI PREMIER;690;;
SIANO;FORZA ITALIA;573;;
SIANO;FRATELLI D'ITALIA;381;;
SIANO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;96;;
SIANO;LA SINISTRA;72;;
SIANO;PARTITO COMUNISTA;32;;
SIANO;EUROPA VERDE;31;;
SIANO;PARTITO ANIMALISTA;18;;
SIANO;POPOLARI PER L'ITALIA;13;;
SIANO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;5;;
SIANO;PARTITO PIRATA;3;;
SIANO;CASAPOUND ITALIA - DESTRE UNITE;3;;
SIANO;FORZA NUOVA;2;;
SICIGNANO DEGLI ALBURNI;LEGA SALVINI PREMIER;442;;
SICIGNANO DEGLI ALBURNI;MOVIMENTO 5 STELLE;298;;
SICIGNANO DEGLI ALBURNI;PARTITO DEMOCRATICO;212;;
SICIGNANO DEGLI ALBURNI;FORZA ITALIA;141;;
SICIGNANO DEGLI ALBURNI;FRATELLI D'ITALIA;114;;
SICIGNANO DEGLI ALBURNI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;63;;
SICIGNANO DEGLI ALBURNI;EUROPA VERDE;20;;
SICIGNANO DEGLI ALBURNI;LA SINISTRA;13;;
SICIGNANO DEGLI ALBURNI;PARTITO COMUNISTA;8;;
SICIGNANO DEGLI ALBURNI;PARTITO ANIMALISTA;3;;
SICIGNANO DEGLI ALBURNI;POPOLARI PER L'ITALIA;3;;
SICIGNANO DEGLI ALBURNI;CASAPOUND ITALIA - DESTRE UNITE;3;;
SICIGNANO DEGLI ALBURNI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
SICIGNANO DEGLI ALBURNI;FORZA NUOVA;0;;
SICIGNANO DEGLI ALBURNI;PARTITO PIRATA;0;;
STELLA CILENTO;MOVIMENTO 5 STELLE;81;;
STELLA CILENTO;LEGA SALVINI PREMIER;76;;
STELLA CILENTO;PARTITO DEMOCRATICO;59;;
STELLA CILENTO;FRATELLI D'ITALIA;29;;
STELLA CILENTO;FORZA ITALIA;26;;
STELLA CILENTO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;6;;
STELLA CILENTO;CASAPOUND ITALIA - DESTRE UNITE;4;;
STELLA CILENTO;EUROPA VERDE;3;;
STELLA CILENTO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
STELLA CILENTO;PARTITO COMUNISTA;2;;
STELLA CILENTO;PARTITO ANIMALISTA;1;;
STELLA CILENTO;LA SINISTRA;1;;
STELLA CILENTO;POPOLARI PER L'ITALIA;0;;
STELLA CILENTO;FORZA NUOVA;0;;
STELLA CILENTO;PARTITO PIRATA;0;;
STIO;LEGA SALVINI PREMIER;77;;
STIO;MOVIMENTO 5 STELLE;71;;
STIO;PARTITO DEMOCRATICO;51;;
STIO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;36;;
STIO;FRATELLI D'ITALIA;31;;
STIO;FORZA ITALIA;17;;
STIO;PARTITO COMUNISTA;7;;
STIO;LA SINISTRA;3;;
STIO;CASAPOUND ITALIA - DESTRE UNITE;2;;
STIO;EUROPA VERDE;2;;
STIO;PARTITO PIRATA;1;;
STIO;PARTITO ANIMALISTA;1;;
STIO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
STIO;POPOLARI PER L'ITALIA;0;;
STIO;FORZA NUOVA;0;;
TEGGIANO;LEGA SALVINI PREMIER;743;;
TEGGIANO;PARTITO DEMOCRATICO;697;;
TEGGIANO;MOVIMENTO 5 STELLE;500;;
TEGGIANO;FORZA ITALIA;380;;
TEGGIANO;FRATELLI D'ITALIA;195;;
TEGGIANO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;74;;
TEGGIANO;LA SINISTRA;41;;
TEGGIANO;EUROPA VERDE;33;;
TEGGIANO;PARTITO COMUNISTA;15;;
TEGGIANO;POPOLARI PER L'ITALIA;15;;
TEGGIANO;PARTITO ANIMALISTA;10;;
TEGGIANO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;9;;
TEGGIANO;CASAPOUND ITALIA - DESTRE UNITE;5;;
TEGGIANO;FORZA NUOVA;4;;
TEGGIANO;PARTITO PIRATA;3;;
TORCHIARA;PARTITO DEMOCRATICO;297;;
TORCHIARA;LEGA SALVINI PREMIER;268;;
TORCHIARA;MOVIMENTO 5 STELLE;204;;
TORCHIARA;FORZA ITALIA;102;;
TORCHIARA;FRATELLI D'ITALIA;70;;
TORCHIARA;PARTITO ANIMALISTA;15;;
TORCHIARA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;15;;
TORCHIARA;LA SINISTRA;11;;
TORCHIARA;EUROPA VERDE;8;;
TORCHIARA;PARTITO COMUNISTA;7;;
TORCHIARA;PARTITO PIRATA;2;;
TORCHIARA;CASAPOUND ITALIA - DESTRE UNITE;2;;
TORCHIARA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
TORCHIARA;FORZA NUOVA;0;;
TORCHIARA;POPOLARI PER L'ITALIA;0;;
TORRACA;LEGA SALVINI PREMIER;259;;
TORRACA;MOVIMENTO 5 STELLE;216;;
TORRACA;FORZA ITALIA;106;;
TORRACA;FRATELLI D'ITALIA;99;;
TORRACA;PARTITO DEMOCRATICO;97;;
TORRACA;EUROPA VERDE;17;;
TORRACA;LA SINISTRA;14;;
TORRACA;PARTITO ANIMALISTA;5;;
TORRACA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;4;;
TORRACA;PARTITO PIRATA;3;;
TORRACA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
TORRACA;PARTITO COMUNISTA;2;;
TORRACA;FORZA NUOVA;0;;
TORRACA;POPOLARI PER L'ITALIA;0;;
TORRACA;CASAPOUND ITALIA - DESTRE UNITE;0;;
TORRE ORSAIA;LEGA SALVINI PREMIER;393;;
TORRE ORSAIA;PARTITO DEMOCRATICO;258;;
TORRE ORSAIA;MOVIMENTO 5 STELLE;240;;
TORRE ORSAIA;FRATELLI D'ITALIA;173;;
TORRE ORSAIA;FORZA ITALIA;130;;
TORRE ORSAIA;EUROPA VERDE;17;;
TORRE ORSAIA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;14;;
TORRE ORSAIA;PARTITO COMUNISTA;13;;
TORRE ORSAIA;PARTITO ANIMALISTA;11;;
TORRE ORSAIA;LA SINISTRA;7;;
TORRE ORSAIA;POPOLARI PER L'ITALIA;6;;
TORRE ORSAIA;FORZA NUOVA;5;;
TORRE ORSAIA;CASAPOUND ITALIA - DESTRE UNITE;3;;
TORRE ORSAIA;PARTITO PIRATA;2;;
TORRE ORSAIA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
TORTORELLA;PARTITO DEMOCRATICO;60;;
TORTORELLA;LEGA SALVINI PREMIER;54;;
TORTORELLA;FORZA ITALIA;21;;
TORTORELLA;MOVIMENTO 5 STELLE;21;;
TORTORELLA;FRATELLI D'ITALIA;14;;
TORTORELLA;LA SINISTRA;3;;
TORTORELLA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;2;;
TORTORELLA;EUROPA VERDE;1;;
TORTORELLA;CASAPOUND ITALIA - DESTRE UNITE;1;;
TORTORELLA;FORZA NUOVA;0;;
TORTORELLA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
TORTORELLA;POPOLARI PER L'ITALIA;0;;
TORTORELLA;PARTITO PIRATA;0;;
TORTORELLA;PARTITO ANIMALISTA;0;;
TORTORELLA;PARTITO COMUNISTA;0;;
TRAMONTI;LEGA SALVINI PREMIER;634;;
TRAMONTI;MOVIMENTO 5 STELLE;630;;
TRAMONTI;FORZA ITALIA;412;;
TRAMONTI;PARTITO DEMOCRATICO;384;;
TRAMONTI;FRATELLI D'ITALIA;239;;
TRAMONTI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;73;;
TRAMONTI;LA SINISTRA;30;;
TRAMONTI;PARTITO ANIMALISTA;26;;
TRAMONTI;EUROPA VERDE;21;;
TRAMONTI;PARTITO COMUNISTA;18;;
TRAMONTI;PARTITO PIRATA;8;;
TRAMONTI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;8;;
TRAMONTI;POPOLARI PER L'ITALIA;7;;
TRAMONTI;FORZA NUOVA;6;;
TRAMONTI;CASAPOUND ITALIA - DESTRE UNITE;5;;
TRENTINARA;LEGA SALVINI PREMIER;181;;
TRENTINARA;MOVIMENTO 5 STELLE;150;;
TRENTINARA;PARTITO DEMOCRATICO;136;;
TRENTINARA;FORZA ITALIA;54;;
TRENTINARA;FRATELLI D'ITALIA;29;;
TRENTINARA;LA SINISTRA;14;;
TRENTINARA;PARTITO COMUNISTA;6;;
TRENTINARA;EUROPA VERDE;5;;
TRENTINARA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;4;;
TRENTINARA;PARTITO ANIMALISTA;4;;
TRENTINARA;POPOLARI PER L'ITALIA;2;;
TRENTINARA;CASAPOUND ITALIA - DESTRE UNITE;2;;
TRENTINARA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
TRENTINARA;FORZA NUOVA;0;;
TRENTINARA;PARTITO PIRATA;0;;
VALLE DELL'ANGELO;PARTITO DEMOCRATICO;76;;
VALLE DELL'ANGELO;MOVIMENTO 5 STELLE;44;;
VALLE DELL'ANGELO;LEGA SALVINI PREMIER;23;;
VALLE DELL'ANGELO;FORZA ITALIA;11;;
VALLE DELL'ANGELO;LA SINISTRA;2;;
VALLE DELL'ANGELO;FRATELLI D'ITALIA;2;;
VALLE DELL'ANGELO;EUROPA VERDE;1;;
VALLE DELL'ANGELO;PARTITO PIRATA;1;;
VALLE DELL'ANGELO;PARTITO COMUNISTA;1;;
VALLE DELL'ANGELO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;1;;
VALLE DELL'ANGELO;CASAPOUND ITALIA - DESTRE UNITE;0;;
VALLE DELL'ANGELO;FORZA NUOVA;0;;
VALLE DELL'ANGELO;POPOLARI PER L'ITALIA;0;;
VALLE DELL'ANGELO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
VALLE DELL'ANGELO;PARTITO ANIMALISTA;0;;
VALLO DELLA LUCANIA;MOVIMENTO 5 STELLE;914;;
VALLO DELLA LUCANIA;PARTITO DEMOCRATICO;677;;
VALLO DELLA LUCANIA;LEGA SALVINI PREMIER;661;;
VALLO DELLA LUCANIA;FORZA ITALIA;349;;
VALLO DELLA LUCANIA;FRATELLI D'ITALIA;192;;
VALLO DELLA LUCANIA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;123;;
VALLO DELLA LUCANIA;EUROPA VERDE;74;;
VALLO DELLA LUCANIA;LA SINISTRA;46;;
VALLO DELLA LUCANIA;PARTITO COMUNISTA;29;;
VALLO DELLA LUCANIA;PARTITO ANIMALISTA;28;;
VALLO DELLA LUCANIA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;23;;
VALLO DELLA LUCANIA;CASAPOUND ITALIA - DESTRE UNITE;9;;
VALLO DELLA LUCANIA;POPOLARI PER L'ITALIA;7;;
VALLO DELLA LUCANIA;FORZA NUOVA;4;;
VALLO DELLA LUCANIA;PARTITO PIRATA;3;;
VALVA;LEGA SALVINI PREMIER;188;;
VALVA;PARTITO DEMOCRATICO;181;;
VALVA;FORZA ITALIA;114;;
VALVA;FRATELLI D'ITALIA;90;;
VALVA;MOVIMENTO 5 STELLE;48;;
VALVA;FORZA NUOVA;48;;
VALVA;PARTITO COMUNISTA;9;;
VALVA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;6;;
VALVA;EUROPA VERDE;5;;
VALVA;LA SINISTRA;4;;
VALVA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
VALVA;PARTITO PIRATA;1;;
VALVA;CASAPOUND ITALIA - DESTRE UNITE;1;;
VALVA;PARTITO ANIMALISTA;0;;
VALVA;POPOLARI PER L'ITALIA;0;;
VIBONATI;LEGA SALVINI PREMIER;401;;
VIBONATI;PARTITO DEMOCRATICO;272;;
VIBONATI;MOVIMENTO 5 STELLE;256;;
VIBONATI;FORZA ITALIA;100;;
VIBONATI;FRATELLI D'ITALIA;96;;
VIBONATI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;39;;
VIBONATI;EUROPA VERDE;24;;
VIBONATI;LA SINISTRA;18;;
VIBONATI;FORZA NUOVA;5;;
VIBONATI;PARTITO COMUNISTA;5;;
VIBONATI;PARTITO ANIMALISTA;4;;
VIBONATI;POPOLARI PER L'ITALIA;2;;
VIBONATI;CASAPOUND ITALIA - DESTRE UNITE;1;;
VIBONATI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
VIBONATI;PARTITO PIRATA;1;;
VIETRI SUL MARE;MOVIMENTO 5 STELLE;1302;;
VIETRI SUL MARE;PARTITO DEMOCRATICO;898;;
