

Ente;Liste/Gruppi;Voti;
SESSA AURUNCA;POPOLARI PER L'ITALIA;16;;
SESSA AURUNCA;PARTITO PIRATA;15;;
SESSA AURUNCA;FORZA NUOVA;4;;
SPARANISE;MOVIMENTO 5 STELLE;709;;
SPARANISE;LEGA SALVINI PREMIER;668;;
SPARANISE;PARTITO DEMOCRATICO;455;;
SPARANISE;FORZA ITALIA;414;;
SPARANISE;FRATELLI D'ITALIA;190;;
SPARANISE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;48;;
SPARANISE;LA SINISTRA;40;;
SPARANISE;EUROPA VERDE;34;;
SPARANISE;PARTITO COMUNISTA;19;;
SPARANISE;PARTITO ANIMALISTA;10;;
SPARANISE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;8;;
SPARANISE;FORZA NUOVA;7;;
SPARANISE;CASAPOUND ITALIA - DESTRE UNITE;6;;
SPARANISE;PARTITO PIRATA;4;;
SPARANISE;POPOLARI PER L'ITALIA;3;;
SUCCIVO;MOVIMENTO 5 STELLE;933;;
SUCCIVO;PARTITO DEMOCRATICO;604;;
SUCCIVO;FORZA ITALIA;411;;
SUCCIVO;LEGA SALVINI PREMIER;352;;
SUCCIVO;FRATELLI D'ITALIA;191;;
SUCCIVO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;42;;
SUCCIVO;LA SINISTRA;24;;
SUCCIVO;EUROPA VERDE;17;;
SUCCIVO;PARTITO COMUNISTA;12;;
SUCCIVO;PARTITO ANIMALISTA;9;;
SUCCIVO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;9;;
SUCCIVO;PARTITO PIRATA;8;;
SUCCIVO;CASAPOUND ITALIA - DESTRE UNITE;5;;
SUCCIVO;POPOLARI PER L'ITALIA;2;;
SUCCIVO;FORZA NUOVA;2;;
TEANO;PARTITO DEMOCRATICO;1332;;
TEANO;LEGA SALVINI PREMIER;1217;;
TEANO;MOVIMENTO 5 STELLE;1109;;
TEANO;FORZA ITALIA;758;;
TEANO;FRATELLI D'ITALIA;276;;
TEANO;LA SINISTRA;85;;
TEANO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;72;;
TEANO;EUROPA VERDE;57;;
TEANO;PARTITO COMUNISTA;34;;
TEANO;PARTITO ANIMALISTA;27;;
TEANO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;12;;
TEANO;PARTITO PIRATA;9;;
TEANO;FORZA NUOVA;8;;
TEANO;CASAPOUND ITALIA - DESTRE UNITE;5;;
TEANO;POPOLARI PER L'ITALIA;5;;
TEVEROLA;MOVIMENTO 5 STELLE;3038;;
TEVEROLA;PARTITO DEMOCRATICO;1724;;
TEVEROLA;LEGA SALVINI PREMIER;1699;;
TEVEROLA;FORZA ITALIA;1019;;
TEVEROLA;FRATELLI D'ITALIA;338;;
TEVEROLA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;76;;
TEVEROLA;EUROPA VERDE;53;;
TEVEROLA;PARTITO COMUNISTA;52;;
TEVEROLA;PARTITO ANIMALISTA;51;;
TEVEROLA;LA SINISTRA;34;;
TEVEROLA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;31;;
TEVEROLA;POPOLARI PER L'ITALIA;24;;
TEVEROLA;CASAPOUND ITALIA - DESTRE UNITE;15;;
TEVEROLA;PARTITO PIRATA;13;;
TEVEROLA;FORZA NUOVA;6;;
TORA E PICCILLI;LEGA SALVINI PREMIER;197;;
TORA E PICCILLI;PARTITO DEMOCRATICO;99;;
TORA E PICCILLI;MOVIMENTO 5 STELLE;96;;
TORA E PICCILLI;FORZA ITALIA;90;;
TORA E PICCILLI;FRATELLI D'ITALIA;22;;
TORA E PICCILLI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;5;;
TORA E PICCILLI;LA SINISTRA;4;;
TORA E PICCILLI;PARTITO ANIMALISTA;4;;
TORA E PICCILLI;PARTITO COMUNISTA;3;;
TORA E PICCILLI;POPOLARI PER L'ITALIA;3;;
TORA E PICCILLI;CASAPOUND ITALIA - DESTRE UNITE;2;;
TORA E PICCILLI;EUROPA VERDE;2;;
TORA E PICCILLI;FORZA NUOVA;1;;
TORA E PICCILLI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
TORA E PICCILLI;PARTITO PIRATA;0;;
TRENTOLA DUCENTA;MOVIMENTO 5 STELLE;2076;;
TRENTOLA DUCENTA;LEGA SALVINI PREMIER;1369;;
TRENTOLA DUCENTA;PARTITO DEMOCRATICO;897;;
TRENTOLA DUCENTA;FORZA ITALIA;783;;
TRENTOLA DUCENTA;FRATELLI D'ITALIA;195;;
TRENTOLA DUCENTA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;69;;
TRENTOLA DUCENTA;POPOLARI PER L'ITALIA;55;;
TRENTOLA DUCENTA;LA SINISTRA;47;;
TRENTOLA DUCENTA;EUROPA VERDE;41;;
TRENTOLA DUCENTA;PARTITO COMUNISTA;28;;
TRENTOLA DUCENTA;PARTITO ANIMALISTA;20;;
TRENTOLA DUCENTA;FORZA NUOVA;6;;
TRENTOLA DUCENTA;PARTITO PIRATA;5;;
TRENTOLA DUCENTA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;5;;
TRENTOLA DUCENTA;CASAPOUND ITALIA - DESTRE UNITE;4;;
VAIRANO PATENORA;LEGA SALVINI PREMIER;705;;
VAIRANO PATENORA;MOVIMENTO 5 STELLE;598;;
VAIRANO PATENORA;FORZA ITALIA;566;;
VAIRANO PATENORA;PARTITO DEMOCRATICO;319;;
VAIRANO PATENORA;FRATELLI D'ITALIA;102;;
VAIRANO PATENORA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;41;;
VAIRANO PATENORA;LA SINISTRA;37;;
VAIRANO PATENORA;EUROPA VERDE;26;;
VAIRANO PATENORA;PARTITO COMUNISTA;15;;
VAIRANO PATENORA;PARTITO ANIMALISTA;11;;
VAIRANO PATENORA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;8;;
VAIRANO PATENORA;CASAPOUND ITALIA - DESTRE UNITE;4;;
VAIRANO PATENORA;PARTITO PIRATA;3;;
VAIRANO PATENORA;POPOLARI PER L'ITALIA;3;;
VAIRANO PATENORA;FORZA NUOVA;2;;
VALLE AGRICOLA;MOVIMENTO 5 STELLE;156;;
VALLE AGRICOLA;PARTITO DEMOCRATICO;102;;
VALLE AGRICOLA;LEGA SALVINI PREMIER;77;;
VALLE AGRICOLA;FORZA ITALIA;53;;
VALLE AGRICOLA;FRATELLI D'ITALIA;14;;
VALLE AGRICOLA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;10;;
VALLE AGRICOLA;PARTITO COMUNISTA;10;;
VALLE AGRICOLA;EUROPA VERDE;8;;
VALLE AGRICOLA;LA SINISTRA;7;;
VALLE AGRICOLA;PARTITO ANIMALISTA;7;;
VALLE AGRICOLA;FORZA NUOVA;5;;
VALLE AGRICOLA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
VALLE AGRICOLA;POPOLARI PER L'ITALIA;0;;
VALLE AGRICOLA;PARTITO PIRATA;0;;
VALLE AGRICOLA;CASAPOUND ITALIA - DESTRE UNITE;0;;
VALLE DI MADDALONI;MOVIMENTO 5 STELLE;299;;
VALLE DI MADDALONI;PARTITO DEMOCRATICO;240;;
VALLE DI MADDALONI;FORZA ITALIA;233;;
VALLE DI MADDALONI;LEGA SALVINI PREMIER;227;;
VALLE DI MADDALONI;FRATELLI D'ITALIA;43;;
VALLE DI MADDALONI;EUROPA VERDE;12;;
VALLE DI MADDALONI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;5;;
VALLE DI MADDALONI;LA SINISTRA;5;;
VALLE DI MADDALONI;PARTITO COMUNISTA;4;;
VALLE DI MADDALONI;PARTITO ANIMALISTA;4;;
VALLE DI MADDALONI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
VALLE DI MADDALONI;POPOLARI PER L'ITALIA;1;;
VALLE DI MADDALONI;FORZA NUOVA;0;;
VALLE DI MADDALONI;PARTITO PIRATA;0;;
VALLE DI MADDALONI;CASAPOUND ITALIA - DESTRE UNITE;0;;
VILLA DI BRIANO;MOVIMENTO 5 STELLE;666;;
VILLA DI BRIANO;LEGA SALVINI PREMIER;502;;
VILLA DI BRIANO;FORZA ITALIA;294;;
VILLA DI BRIANO;PARTITO DEMOCRATICO;222;;
VILLA DI BRIANO;FRATELLI D'ITALIA;133;;
VILLA DI BRIANO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;24;;
VILLA DI BRIANO;EUROPA VERDE;18;;
VILLA DI BRIANO;LA SINISTRA;8;;
VILLA DI BRIANO;POPOLARI PER L'ITALIA;7;;
VILLA DI BRIANO;PARTITO COMUNISTA;4;;
VILLA DI BRIANO;PARTITO PIRATA;2;;
VILLA DI BRIANO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
VILLA DI BRIANO;PARTITO ANIMALISTA;1;;
VILLA DI BRIANO;CASAPOUND ITALIA - DESTRE UNITE;1;;
VILLA DI BRIANO;FORZA NUOVA;0;;
VILLA LITERNO;MOVIMENTO 5 STELLE;1035;;
VILLA LITERNO;LEGA SALVINI PREMIER;908;;
VILLA LITERNO;PARTITO DEMOCRATICO;762;;
VILLA LITERNO;FORZA ITALIA;327;;
VILLA LITERNO;FRATELLI D'ITALIA;86;;
VILLA LITERNO;LA SINISTRA;17;;
VILLA LITERNO;POPOLARI PER L'ITALIA;17;;
VILLA LITERNO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;15;;
VILLA LITERNO;PARTITO ANIMALISTA;12;;
VILLA LITERNO;EUROPA VERDE;8;;
VILLA LITERNO;CASAPOUND ITALIA - DESTRE UNITE;7;;
VILLA LITERNO;PARTITO COMUNISTA;5;;
VILLA LITERNO;PARTITO PIRATA;3;;
VILLA LITERNO;FORZA NUOVA;2;;
VILLA LITERNO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
VITULAZIO;MOVIMENTO 5 STELLE;795;;
VITULAZIO;LEGA SALVINI PREMIER;554;;
VITULAZIO;PARTITO DEMOCRATICO;386;;
VITULAZIO;FORZA ITALIA;366;;
VITULAZIO;FRATELLI D'ITALIA;129;;
VITULAZIO;LA SINISTRA;83;;
VITULAZIO;EUROPA VERDE;36;;
VITULAZIO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;26;;
VITULAZIO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;22;;
VITULAZIO;PARTITO COMUNISTA;17;;
VITULAZIO;PARTITO ANIMALISTA;15;;
VITULAZIO;CASAPOUND ITALIA - DESTRE UNITE;11;;
VITULAZIO;POPOLARI PER L'ITALIA;3;;
VITULAZIO;FORZA NUOVA;2;;
VITULAZIO;PARTITO PIRATA;1;;
