

Ente;Candidato;Liste/Gruppi;Voti lista;;
META;;CIVICA POPOLARE LORENZIN;13;;
META;DELLA MONICA LAURA;LIBERI E UGUALI;106;;
META;DE CARLO SARA;POTERE AL POPOLO!;53;;
META;GUARRACINO TOMMASO;CASAPOUND ITALIA;51;;
META;FONTANAROSA GIOVANNI;IL POPOLO DELLA FAMIGLIA;24;;
META;PRISCO MARIA;ITALIA AGLI ITALIANI;20;;
META;FIORENTINO EMANUELA;PER UNA SINISTRA RIVOLUZIONARIA;9;;
META;FARO ALESSIA;PARTITO REPUBBLICANO ITALIANO - ALA;2;;
PIANO DI SORRENTO;VITIELLO CATELLO;MOVIMENTO 5 STELLE;3072;;
PIANO DI SORRENTO;VESSELLA PISACANE ANNALISA;FORZA ITALIA;1565;;
PIANO DI SORRENTO;;LEGA;301;;
PIANO DI SORRENTO;;FRATELLI D'ITALIA CON GIORGIA MELONI;245;;
PIANO DI SORRENTO;;NOI CON L'ITALIA - UDC;58;;
PIANO DI SORRENTO;SOMMA SILVANA;PARTITO DEMOCRATICO;1246;;
PIANO DI SORRENTO;;+EUROPA;158;;
PIANO DI SORRENTO;;CIVICA POPOLARE LORENZIN;48;;
PIANO DI SORRENTO;;ITALIA EUROPA INSIEME;25;;
PIANO DI SORRENTO;DELLA MONICA LAURA;LIBERI E UGUALI;153;;
PIANO DI SORRENTO;GUARRACINO TOMMASO;CASAPOUND ITALIA;90;;
PIANO DI SORRENTO;DE CARLO SARA;POTERE AL POPOLO!;56;;
PIANO DI SORRENTO;FONTANAROSA GIOVANNI;IL POPOLO DELLA FAMIGLIA;41;;
PIANO DI SORRENTO;PRISCO MARIA;ITALIA AGLI ITALIANI;41;;
PIANO DI SORRENTO;FIORENTINO EMANUELA;PER UNA SINISTRA RIVOLUZIONARIA;14;;
PIANO DI SORRENTO;FARO ALESSIA;PARTITO REPUBBLICANO ITALIANO - ALA;8;;
PIMONTE;VESSELLA PISACANE ANNALISA;FORZA ITALIA;1012;;
PIMONTE;;FRATELLI D'ITALIA CON GIORGIA MELONI;98;;
PIMONTE;;LEGA;70;;
PIMONTE;;NOI CON L'ITALIA - UDC;25;;
PIMONTE;VITIELLO CATELLO;MOVIMENTO 5 STELLE;1114;;
PIMONTE;SOMMA SILVANA;PARTITO DEMOCRATICO;368;;
PIMONTE;;CIVICA POPOLARE LORENZIN;205;;
PIMONTE;;+EUROPA;35;;
PIMONTE;;ITALIA EUROPA INSIEME;1;;
PIMONTE;DELLA MONICA LAURA;LIBERI E UGUALI;34;;
PIMONTE;PRISCO MARIA;ITALIA AGLI ITALIANI;31;;
PIMONTE;GUARRACINO TOMMASO;CASAPOUND ITALIA;29;;
PIMONTE;DE CARLO SARA;POTERE AL POPOLO!;11;;
PIMONTE;FONTANAROSA GIOVANNI;IL POPOLO DELLA FAMIGLIA;6;;
PIMONTE;FARO ALESSIA;PARTITO REPUBBLICANO ITALIANO - ALA;4;;
PIMONTE;FIORENTINO EMANUELA;PER UNA SINISTRA RIVOLUZIONARIA;3;;
SANTA MARIA LA CARITA';VITIELLO CATELLO;MOVIMENTO 5 STELLE;2652;;
SANTA MARIA LA CARITA';VESSELLA PISACANE ANNALISA;FORZA ITALIA;2227;;
SANTA MARIA LA CARITA';;FRATELLI D'ITALIA CON GIORGIA MELONI;183;;
SANTA MARIA LA CARITA';;LEGA;163;;
SANTA MARIA LA CARITA';;NOI CON L'ITALIA - UDC;92;;
SANTA MARIA LA CARITA';SOMMA SILVANA;PARTITO DEMOCRATICO;437;;
SANTA MARIA LA CARITA';;CIVICA POPOLARE LORENZIN;111;;
SANTA MARIA LA CARITA';;+EUROPA;32;;
SANTA MARIA LA CARITA';;ITALIA EUROPA INSIEME;1;;
SANTA MARIA LA CARITA';DELLA MONICA LAURA;LIBERI E UGUALI;107;;
SANTA MARIA LA CARITA';DE CARLO SARA;POTERE AL POPOLO!;35;;
SANTA MARIA LA CARITA';FONTANAROSA GIOVANNI;IL POPOLO DELLA FAMIGLIA;30;;
SANTA MARIA LA CARITA';PRISCO MARIA;ITALIA AGLI ITALIANI;25;;
SANTA MARIA LA CARITA';GUARRACINO TOMMASO;CASAPOUND ITALIA;14;;
SANTA MARIA LA CARITA';FARO ALESSIA;PARTITO REPUBBLICANO ITALIANO - ALA;5;;
SANTA MARIA LA CARITA';FIORENTINO EMANUELA;PER UNA SINISTRA RIVOLUZIONARIA;2;;
SANT'AGNELLO;VITIELLO CATELLO;MOVIMENTO 5 STELLE;2216;;
SANT'AGNELLO;VESSELLA PISACANE ANNALISA;FORZA ITALIA;994;;
SANT'AGNELLO;;LEGA;201;;
SANT'AGNELLO;;FRATELLI D'ITALIA CON GIORGIA MELONI;123;;
SANT'AGNELLO;;NOI CON L'ITALIA - UDC;49;;
SANT'AGNELLO;SOMMA SILVANA;PARTITO DEMOCRATICO;782;;
SANT'AGNELLO;;+EUROPA;114;;
SANT'AGNELLO;;CIVICA POPOLARE LORENZIN;20;;
SANT'AGNELLO;;ITALIA EUROPA INSIEME;17;;
SANT'AGNELLO;DELLA MONICA LAURA;LIBERI E UGUALI;141;;
SANT'AGNELLO;GUARRACINO TOMMASO;CASAPOUND ITALIA;55;;
SANT'AGNELLO;DE CARLO SARA;POTERE AL POPOLO!;50;;
SANT'AGNELLO;PRISCO MARIA;ITALIA AGLI ITALIANI;30;;
SANT'AGNELLO;FONTANAROSA GIOVANNI;IL POPOLO DELLA FAMIGLIA;20;;
SANT'AGNELLO;FARO ALESSIA;PARTITO REPUBBLICANO ITALIANO - ALA;8;;
SANT'AGNELLO;FIORENTINO EMANUELA;PER UNA SINISTRA RIVOLUZIONARIA;6;;
SANT'ANTONIO ABATE;VITIELLO CATELLO;MOVIMENTO 5 STELLE;5404;;
SANT'ANTONIO ABATE;VESSELLA PISACANE ANNALISA;FORZA ITALIA;2608;;
SANT'ANTONIO ABATE;;LEGA;400;;
SANT'ANTONIO ABATE;;FRATELLI D'ITALIA CON GIORGIA MELONI;280;;
SANT'ANTONIO ABATE;;NOI CON L'ITALIA - UDC;139;;
SANT'ANTONIO ABATE;SOMMA SILVANA;PARTITO DEMOCRATICO;616;;
SANT'ANTONIO ABATE;;CIVICA POPOLARE LORENZIN;270;;
SANT'ANTONIO ABATE;;+EUROPA;72;;
SANT'ANTONIO ABATE;;ITALIA EUROPA INSIEME;15;;
SANT'ANTONIO ABATE;DELLA MONICA LAURA;LIBERI E UGUALI;113;;
