

Ente;Candidato;Liste/Gruppi;Voti lista;;
FRATTAMAGGIORE;MAUTONE RAFFAELE;MOVIMENTO 5 STELLE;6650;;
FRATTAMAGGIORE;RUSSO FRANCESCO;PARTITO DEMOCRATICO;2844;;
FRATTAMAGGIORE;;CIVICA POPOLARE LORENZIN;150;;
FRATTAMAGGIORE;;+EUROPA;124;;
FRATTAMAGGIORE;;ITALIA EUROPA INSIEME;69;;
FRATTAMAGGIORE;ROMANO GIUSEPPE;FORZA ITALIA;2384;;
FRATTAMAGGIORE;;LEGA;530;;
FRATTAMAGGIORE;;FRATELLI D'ITALIA CON GIORGIA MELONI;249;;
FRATTAMAGGIORE;;NOI CON L'ITALIA - UDC;78;;
FRATTAMAGGIORE;DONESI MARIA;LIBERI E UGUALI;293;;
FRATTAMAGGIORE;MARTIRE DANIELA;POTERE AL POPOLO!;126;;
FRATTAMAGGIORE;FERRARA BERNARDINA;CASAPOUND ITALIA;57;;
FRATTAMAGGIORE;DI DONATO ADRIANA;IL POPOLO DELLA FAMIGLIA;38;;
FRATTAMAGGIORE;PAPARO ANTONIO;ITALIA AGLI ITALIANI;29;;
FRATTAMAGGIORE;MIRABELLI ARNALDO;PER UNA SINISTRA RIVOLUZIONARIA;10;;
FRATTAMAGGIORE;SARNATARO GENNARO;PARTITO REPUBBLICANO ITALIANO - ALA;10;;
FRATTAMINORE;MAUTONE RAFFAELE;MOVIMENTO 5 STELLE;3974;;
FRATTAMINORE;ROMANO GIUSEPPE;FORZA ITALIA;1208;;
FRATTAMINORE;;LEGA;217;;
FRATTAMINORE;;FRATELLI D'ITALIA CON GIORGIA MELONI;71;;
FRATTAMINORE;;NOI CON L'ITALIA - UDC;22;;
FRATTAMINORE;RUSSO FRANCESCO;PARTITO DEMOCRATICO;923;;
FRATTAMINORE;;ITALIA EUROPA INSIEME;60;;
FRATTAMINORE;;+EUROPA;41;;
FRATTAMINORE;;CIVICA POPOLARE LORENZIN;28;;
FRATTAMINORE;DONESI MARIA;LIBERI E UGUALI;162;;
FRATTAMINORE;MARTIRE DANIELA;POTERE AL POPOLO!;63;;
FRATTAMINORE;DI DONATO ADRIANA;IL POPOLO DELLA FAMIGLIA;29;;
FRATTAMINORE;FERRARA BERNARDINA;CASAPOUND ITALIA;14;;
FRATTAMINORE;PAPARO ANTONIO;ITALIA AGLI ITALIANI;16;;
FRATTAMINORE;MIRABELLI ARNALDO;PER UNA SINISTRA RIVOLUZIONARIA;4;;
FRATTAMINORE;SARNATARO GENNARO;PARTITO REPUBBLICANO ITALIANO - ALA;2;;
GRUMO NEVANO;MAUTONE RAFFAELE;MOVIMENTO 5 STELLE;4145;;
GRUMO NEVANO;ROMANO GIUSEPPE;FORZA ITALIA;1741;;
GRUMO NEVANO;;LEGA;346;;
GRUMO NEVANO;;FRATELLI D'ITALIA CON GIORGIA MELONI;128;;
GRUMO NEVANO;;NOI CON L'ITALIA - UDC;32;;
GRUMO NEVANO;RUSSO FRANCESCO;PARTITO DEMOCRATICO;946;;
GRUMO NEVANO;;+EUROPA;56;;
GRUMO NEVANO;;CIVICA POPOLARE LORENZIN;19;;
GRUMO NEVANO;;ITALIA EUROPA INSIEME;10;;
GRUMO NEVANO;DONESI MARIA;LIBERI E UGUALI;225;;
GRUMO NEVANO;MARTIRE DANIELA;POTERE AL POPOLO!;66;;
GRUMO NEVANO;DI DONATO ADRIANA;IL POPOLO DELLA FAMIGLIA;27;;
GRUMO NEVANO;PAPARO ANTONIO;ITALIA AGLI ITALIANI;23;;
GRUMO NEVANO;FERRARA BERNARDINA;CASAPOUND ITALIA;23;;
GRUMO NEVANO;MIRABELLI ARNALDO;PER UNA SINISTRA RIVOLUZIONARIA;7;;
GRUMO NEVANO;SARNATARO GENNARO;PARTITO REPUBBLICANO ITALIANO - ALA;6;;
MARIGLIANELLA;MAUTONE RAFFAELE;MOVIMENTO 5 STELLE;2192;;
MARIGLIANELLA;ROMANO GIUSEPPE;FORZA ITALIA;872;;
MARIGLIANELLA;;LEGA;67;;
MARIGLIANELLA;;FRATELLI D'ITALIA CON GIORGIA MELONI;37;;
MARIGLIANELLA;;NOI CON L'ITALIA - UDC;33;;
MARIGLIANELLA;RUSSO FRANCESCO;PARTITO DEMOCRATICO;288;;
MARIGLIANELLA;;ITALIA EUROPA INSIEME;60;;
MARIGLIANELLA;;+EUROPA;18;;
MARIGLIANELLA;;CIVICA POPOLARE LORENZIN;8;;
MARIGLIANELLA;DONESI MARIA;LIBERI E UGUALI;66;;
MARIGLIANELLA;MARTIRE DANIELA;POTERE AL POPOLO!;24;;
MARIGLIANELLA;DI DONATO ADRIANA;IL POPOLO DELLA FAMIGLIA;18;;
MARIGLIANELLA;FERRARA BERNARDINA;CASAPOUND ITALIA;14;;
MARIGLIANELLA;PAPARO ANTONIO;ITALIA AGLI ITALIANI;12;;
MARIGLIANELLA;MIRABELLI ARNALDO;PER UNA SINISTRA RIVOLUZIONARIA;5;;
MARIGLIANELLA;SARNATARO GENNARO;PARTITO REPUBBLICANO ITALIANO - ALA;0;;
MARIGLIANO;MAUTONE RAFFAELE;MOVIMENTO 5 STELLE;7541;;
MARIGLIANO;ROMANO GIUSEPPE;FORZA ITALIA;2935;;
MARIGLIANO;;LEGA;321;;
MARIGLIANO;;FRATELLI D'ITALIA CON GIORGIA MELONI;210;;
MARIGLIANO;;NOI CON L'ITALIA - UDC;64;;
MARIGLIANO;RUSSO FRANCESCO;PARTITO DEMOCRATICO;1932;;
MARIGLIANO;;CIVICA POPOLARE LORENZIN;210;;
MARIGLIANO;;+EUROPA;117;;
MARIGLIANO;;ITALIA EUROPA INSIEME;29;;
MARIGLIANO;DONESI MARIA;LIBERI E UGUALI;227;;
MARIGLIANO;MARTIRE DANIELA;POTERE AL POPOLO!;151;;
MARIGLIANO;FERRARA BERNARDINA;CASAPOUND ITALIA;62;;
MARIGLIANO;PAPARO ANTONIO;ITALIA AGLI ITALIANI;52;;
MARIGLIANO;DI DONATO ADRIANA;IL POPOLO DELLA FAMIGLIA;20;;
MARIGLIANO;MIRABELLI ARNALDO;PER UNA SINISTRA RIVOLUZIONARIA;16;;
MARIGLIANO;SARNATARO GENNARO;PARTITO REPUBBLICANO ITALIANO - ALA;3;;
POMIGLIANO D'ARCO;MAUTONE RAFFAELE;MOVIMENTO 5 STELLE;12083;;
POMIGLIANO D'ARCO;ROMANO GIUSEPPE;FORZA ITALIA;2119;;
POMIGLIANO D'ARCO;;FRATELLI D'ITALIA CON GIORGIA MELONI;655;;
POMIGLIANO D'ARCO;;LEGA;605;;
POMIGLIANO D'ARCO;;NOI CON L'ITALIA - UDC;529;;
POMIGLIANO D'ARCO;RUSSO FRANCESCO;PARTITO DEMOCRATICO;2583;;
POMIGLIANO D'ARCO;;+EUROPA;170;;
POMIGLIANO D'ARCO;;ITALIA EUROPA INSIEME;67;;
POMIGLIANO D'ARCO;;CIVICA POPOLARE LORENZIN;26;;
POMIGLIANO D'ARCO;DONESI MARIA;LIBERI E UGUALI;420;;
POMIGLIANO D'ARCO;MARTIRE DANIELA;POTERE AL POPOLO!;350;;
POMIGLIANO D'ARCO;DI DONATO ADRIANA;IL POPOLO DELLA FAMIGLIA;78;;
POMIGLIANO D'ARCO;FERRARA BERNARDINA;CASAPOUND ITALIA;64;;
POMIGLIANO D'ARCO;PAPARO ANTONIO;ITALIA AGLI ITALIANI;32;;
POMIGLIANO D'ARCO;SARNATARO GENNARO;PARTITO REPUBBLICANO ITALIANO - ALA;13;;
POMIGLIANO D'ARCO;MIRABELLI ARNALDO;PER UNA SINISTRA RIVOLUZIONARIA;13;;
SAN VITALIANO;MAUTONE RAFFAELE;MOVIMENTO 5 STELLE;1551;;
SAN VITALIANO;ROMANO GIUSEPPE;FORZA ITALIA;618;;
SAN VITALIANO;;LEGA;86;;
SAN VITALIANO;;FRATELLI D'ITALIA CON GIORGIA MELONI;38;;
SAN VITALIANO;;NOI CON L'ITALIA - UDC;6;;
SAN VITALIANO;RUSSO FRANCESCO;PARTITO DEMOCRATICO;570;;
SAN VITALIANO;;+EUROPA;17;;
SAN VITALIANO;;ITALIA EUROPA INSIEME;6;;
SAN VITALIANO;;CIVICA POPOLARE LORENZIN;1;;
SAN VITALIANO;MARTIRE DANIELA;POTERE AL POPOLO!;102;;
SAN VITALIANO;DONESI MARIA;LIBERI E UGUALI;60;;
SAN VITALIANO;PAPARO ANTONIO;ITALIA AGLI ITALIANI;14;;
SAN VITALIANO;DI DONATO ADRIANA;IL POPOLO DELLA FAMIGLIA;12;;
SAN VITALIANO;FERRARA BERNARDINA;CASAPOUND ITALIA;10;;
SAN VITALIANO;MIRABELLI ARNALDO;PER UNA SINISTRA RIVOLUZIONARIA;5;;
SAN VITALIANO;SARNATARO GENNARO;PARTITO REPUBBLICANO ITALIANO - ALA;2;;
SCISCIANO;MAUTONE RAFFAELE;MOVIMENTO 5 STELLE;1643;;
SCISCIANO;ROMANO GIUSEPPE;FORZA ITALIA;573;;
SCISCIANO;;LEGA;86;;
SCISCIANO;;FRATELLI D'ITALIA CON GIORGIA MELONI;41;;
SCISCIANO;;NOI CON L'ITALIA - UDC;38;;
SCISCIANO;RUSSO FRANCESCO;PARTITO DEMOCRATICO;507;;
SCISCIANO;;+EUROPA;20;;
SCISCIANO;;ITALIA EUROPA INSIEME;8;;
SCISCIANO;;CIVICA POPOLARE LORENZIN;6;;
SCISCIANO;DONESI MARIA;LIBERI E UGUALI;69;;
SCISCIANO;MARTIRE DANIELA;POTERE AL POPOLO!;52;;
SCISCIANO;DI DONATO ADRIANA;IL POPOLO DELLA FAMIGLIA;13;;
SCISCIANO;FERRARA BERNARDINA;CASAPOUND ITALIA;9;;
SCISCIANO;PAPARO ANTONIO;ITALIA AGLI ITALIANI;7;;
SCISCIANO;SARNATARO GENNARO;PARTITO REPUBBLICANO ITALIANO - ALA;3;;
SCISCIANO;MIRABELLI ARNALDO;PER UNA SINISTRA RIVOLUZIONARIA;2;;
VOLLA;MAUTONE RAFFAELE;MOVIMENTO 5 STELLE;6862;;
VOLLA;ROMANO GIUSEPPE;FORZA ITALIA;1964;;
VOLLA;;LEGA;348;;
VOLLA;;FRATELLI D'ITALIA CON GIORGIA MELONI;216;;
VOLLA;;NOI CON L'ITALIA - UDC;62;;
VOLLA;RUSSO FRANCESCO;PARTITO DEMOCRATICO;1021;;
VOLLA;;+EUROPA;43;;
VOLLA;;CIVICA POPOLARE LORENZIN;19;;
VOLLA;;ITALIA EUROPA INSIEME;13;;
VOLLA;DONESI MARIA;LIBERI E UGUALI;179;;
VOLLA;MARTIRE DANIELA;POTERE AL POPOLO!;128;;
VOLLA;DI DONATO ADRIANA;IL POPOLO DELLA FAMIGLIA;64;;
VOLLA;PAPARO ANTONIO;ITALIA AGLI ITALIANI;36;;
VOLLA;FERRARA BERNARDINA;CASAPOUND ITALIA;29;;
VOLLA;MIRABELLI ARNALDO;PER UNA SINISTRA RIVOLUZIONARIA;10;;
VOLLA;SARNATARO GENNARO;PARTITO REPUBBLICANO ITALIANO - ALA;6;;
