

Ente;Candidato;;Liste/Gruppi;Voti lista;;Voti candidato
GUARDIA SANFRAMONDI;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;620;;
GUARDIA SANFRAMONDI;VOZZA SALVATORE;;;;;54
GUARDIA SANFRAMONDI;;;SINISTRA AL LAVORO;55;;
GUARDIA SANFRAMONDI;ESPOSITO MARCO;;;;;8
GUARDIA SANFRAMONDI;;
LIMATOLA;CALDORO STEFANO;;;;;576
LIMATOLA;;;FORZA ITALIA;500;;
LIMATOLA;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;27;;
LIMATOLA;;;CALDORO PRESIDENTE;17;;
LIMATOLA;;;NCD - CAMPANIA POPOLARE;7;;
LIMATOLA;;;NOI SUD;5;;
LIMATOLA;;;POPOLARI PER L'ITALIA;3;;
LIMATOLA;;;MAI PIU' LA TERRA DEI FUOCHI;2;;
LIMATOLA;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;1;;
LIMATOLA;DE LUCA VINCENZO;;;;;462
LIMATOLA;;;PARTITO DEMOCRATICO;359;;
LIMATOLA;;;DE LUCA PRESIDENTE;35;;
LIMATOLA;;;CAMPANIA LIBERA;16;;
LIMATOLA;;;ITALIA DEI VALORI;12;;
LIMATOLA;;;CENTRO DEMOCRATICO-SCELTA CIVICA;8;;
LIMATOLA;;;CAMPANIA IN RETE;7;;
LIMATOLA;;;DAVVERO-VERDI;5;;
LIMATOLA;;;PARTITO SOCIALISTA ITALIANO;3;;
LIMATOLA;CIARAMBINO VALERIA;;;;;349
LIMATOLA;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;345;;
LIMATOLA;VOZZA SALVATORE;;;;;12
LIMATOLA;;;SINISTRA AL LAVORO;9;;
LIMATOLA;ESPOSITO MARCO;;;;;1
LIMATOLA;;
MELIZZANO;DE LUCA VINCENZO;;;;;426
MELIZZANO;;;PARTITO DEMOCRATICO;343;;
MELIZZANO;;;DE LUCA PRESIDENTE;32;;
MELIZZANO;;;CAMPANIA LIBERA;23;;
MELIZZANO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;5;;
MELIZZANO;;;CAMPANIA IN RETE;3;;
MELIZZANO;;;DAVVERO-VERDI;3;;
MELIZZANO;;;PARTITO SOCIALISTA ITALIANO;2;;
MELIZZANO;;;ITALIA DEI VALORI;2;;
MELIZZANO;CALDORO STEFANO;;;;;209
MELIZZANO;;;FORZA ITALIA;136;;
MELIZZANO;;;NCD - CAMPANIA POPOLARE;35;;
MELIZZANO;;;CALDORO PRESIDENTE;14;;
MELIZZANO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;6;;
MELIZZANO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;4;;
MELIZZANO;;;NOI SUD;1;;
MELIZZANO;;;MAI PIU' LA TERRA DEI FUOCHI;1;;
MELIZZANO;;;POPOLARI PER L'ITALIA;0;;
MELIZZANO;CIARAMBINO VALERIA;;;;;171
MELIZZANO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;172;;
MELIZZANO;VOZZA SALVATORE;;;;;5
MELIZZANO;;;SINISTRA AL LAVORO;6;;
MELIZZANO;ESPOSITO MARCO;;;;;1
MELIZZANO;;
MOIANO;CALDORO STEFANO;;;;;881
MOIANO;;;FORZA ITALIA;609;;
MOIANO;;;NCD - CAMPANIA POPOLARE;149;;
MOIANO;;;CALDORO PRESIDENTE;49;;
MOIANO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;14;;
MOIANO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;8;;
MOIANO;;;NOI SUD;5;;
MOIANO;;;MAI PIU' LA TERRA DEI FUOCHI;4;;
MOIANO;;;POPOLARI PER L'ITALIA;0;;
MOIANO;DE LUCA VINCENZO;;;;;480
MOIANO;;;PARTITO DEMOCRATICO;378;;
MOIANO;;;DE LUCA PRESIDENTE;50;;
MOIANO;;;DAVVERO-VERDI;11;;
MOIANO;;;ITALIA DEI VALORI;9;;
MOIANO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;9;;
MOIANO;;;CAMPANIA IN RETE;6;;
MOIANO;;;CAMPANIA LIBERA;4;;
MOIANO;;;PARTITO SOCIALISTA ITALIANO;2;;
MOIANO;CIARAMBINO VALERIA;;;;;303
MOIANO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;293;;
MOIANO;VOZZA SALVATORE;;;;;14
MOIANO;;;SINISTRA AL LAVORO;14;;
MOIANO;ESPOSITO MARCO;;;;;3
MOIANO;;
MOLINARA;DE LUCA VINCENZO;;;;;309
MOLINARA;;;PARTITO DEMOCRATICO;249;;
MOLINARA;;;DE LUCA PRESIDENTE;32;;
MOLINARA;;;CAMPANIA IN RETE;5;;
MOLINARA;;;CENTRO DEMOCRATICO-SCELTA CIVICA;4;;
MOLINARA;;;CAMPANIA LIBERA;4;;
MOLINARA;;;ITALIA DEI VALORI;2;;
MOLINARA;;;PARTITO SOCIALISTA ITALIANO;1;;
MOLINARA;;;DAVVERO-VERDI;1;;
MOLINARA;CALDORO STEFANO;;;;;203
MOLINARA;;;FORZA ITALIA;164;;
MOLINARA;;;NCD - CAMPANIA POPOLARE;18;;
MOLINARA;;;CALDORO PRESIDENTE;10;;
MOLINARA;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;9;;
MOLINARA;;;POPOLARI PER L'ITALIA;1;;
MOLINARA;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;0;;
MOLINARA;;;NOI SUD;0;;
MOLINARA;;;MAI PIU' LA TERRA DEI FUOCHI;0;;
MOLINARA;CIARAMBINO VALERIA;;;;;143
MOLINARA;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;138;;
MOLINARA;VOZZA SALVATORE;;;;;3
MOLINARA;;;SINISTRA AL LAVORO;3;;
MOLINARA;ESPOSITO MARCO;;;;;0
MOLINARA;;
MONTEFALCONE DI VAL FORTORE;DE LUCA VINCENZO;;;;;312
MONTEFALCONE DI VAL FORTORE;;;PARTITO DEMOCRATICO;186;;
MONTEFALCONE DI VAL FORTORE;;;ITALIA DEI VALORI;58;;
MONTEFALCONE DI VAL FORTORE;;;DE LUCA PRESIDENTE;39;;
MONTEFALCONE DI VAL FORTORE;;;CENTRO DEMOCRATICO-SCELTA CIVICA;4;;
MONTEFALCONE DI VAL FORTORE;;;CAMPANIA LIBERA;3;;
MONTEFALCONE DI VAL FORTORE;;;CAMPANIA IN RETE;2;;
MONTEFALCONE DI VAL FORTORE;;;PARTITO SOCIALISTA ITALIANO;0;;
MONTEFALCONE DI VAL FORTORE;;;DAVVERO-VERDI;0;;
MONTEFALCONE DI VAL FORTORE;CALDORO STEFANO;;;;;181
MONTEFALCONE DI VAL FORTORE;;;NCD - CAMPANIA POPOLARE;108;;
MONTEFALCONE DI VAL FORTORE;;;FORZA ITALIA;44;;
MONTEFALCONE DI VAL FORTORE;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;8;;
MONTEFALCONE DI VAL FORTORE;;;CALDORO PRESIDENTE;4;;
MONTEFALCONE DI VAL FORTORE;;;NOI SUD;2;;
MONTEFALCONE DI VAL FORTORE;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;0;;
MONTEFALCONE DI VAL FORTORE;;;MAI PIU' LA TERRA DEI FUOCHI;0;;
MONTEFALCONE DI VAL FORTORE;;;POPOLARI PER L'ITALIA;0;;
MONTEFALCONE DI VAL FORTORE;CIARAMBINO VALERIA;;;;;30
MONTEFALCONE DI VAL FORTORE;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;28;;
MONTEFALCONE DI VAL FORTORE;VOZZA SALVATORE;;;;;13
MONTEFALCONE DI VAL FORTORE;;;SINISTRA AL LAVORO;16;;
MONTEFALCONE DI VAL FORTORE;ESPOSITO MARCO;;;;;2
MONTEFALCONE DI VAL FORTORE;;
MONTESARCHIO;CALDORO STEFANO;;;;;1845
MONTESARCHIO;;;FORZA ITALIA;900;;
MONTESARCHIO;;;CALDORO PRESIDENTE;340;;
MONTESARCHIO;;;NCD - CAMPANIA POPOLARE;298;;
MONTESARCHIO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;144;;
MONTESARCHIO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;41;;
MONTESARCHIO;;;NOI SUD;39;;
MONTESARCHIO;;;MAI PIU' LA TERRA DEI FUOCHI;15;;
MONTESARCHIO;;;POPOLARI PER L'ITALIA;5;;
MONTESARCHIO;DE LUCA VINCENZO;;;;;1397
MONTESARCHIO;;;PARTITO DEMOCRATICO;989;;
MONTESARCHIO;;;DE LUCA PRESIDENTE;184;;
MONTESARCHIO;;;DAVVERO-VERDI;58;;
MONTESARCHIO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;27;;
MONTESARCHIO;;;ITALIA DEI VALORI;25;;
MONTESARCHIO;;;CAMPANIA IN RETE;25;;
MONTESARCHIO;;;CAMPANIA LIBERA;15;;
MONTESARCHIO;;;PARTITO SOCIALISTA ITALIANO;10;;
MONTESARCHIO;CIARAMBINO VALERIA;;;;;930
MONTESARCHIO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;872;;
MONTESARCHIO;VOZZA SALVATORE;;;;;92
MONTESARCHIO;;;SINISTRA AL LAVORO;87;;
MONTESARCHIO;ESPOSITO MARCO;;;;;5
MONTESARCHIO;;
MORCONE;CALDORO STEFANO;;;;;1010
MORCONE;;;NCD - CAMPANIA POPOLARE;601;;
MORCONE;;;FORZA ITALIA;355;;
MORCONE;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;32;;
MORCONE;;;CALDORO PRESIDENTE;21;;
MORCONE;;;NOI SUD;12;;
MORCONE;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;6;;
MORCONE;;;MAI PIU' LA TERRA DEI FUOCHI;2;;
MORCONE;;;POPOLARI PER L'ITALIA;1;;
MORCONE;DE LUCA VINCENZO;;;;;686
MORCONE;;;PARTITO DEMOCRATICO;518;;
MORCONE;;;DE LUCA PRESIDENTE;85;;
MORCONE;;;ITALIA DEI VALORI;16;;
MORCONE;;;CAMPANIA IN RETE;13;;
MORCONE;;;CENTRO DEMOCRATICO-SCELTA CIVICA;11;;
MORCONE;;;CAMPANIA LIBERA;8;;
MORCONE;;;DAVVERO-VERDI;5;;
MORCONE;;;PARTITO SOCIALISTA ITALIANO;1;;
MORCONE;CIARAMBINO VALERIA;;;;;240
MORCONE;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;223;;
MORCONE;VOZZA SALVATORE;;;;;49
MORCONE;;;SINISTRA AL LAVORO;35;;
MORCONE;ESPOSITO MARCO;;;;;2
MORCONE;;
PADULI;CALDORO STEFANO;;;;;1057
PADULI;;;FORZA ITALIA;505;;
PADULI;;;NCD - CAMPANIA POPOLARE;274;;
PADULI;;;CALDORO PRESIDENTE;89;;
PADULI;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;69;;
PADULI;;;POPOLARI PER L'ITALIA;15;;
PADULI;;;NOI SUD;15;;
PADULI;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;9;;
PADULI;;;MAI PIU' LA TERRA DEI FUOCHI;5;;
PADULI;DE LUCA VINCENZO;;;;;867
PADULI;;;PARTITO DEMOCRATICO;400;;
PADULI;;;DE LUCA PRESIDENTE;201;;
PADULI;;;ITALIA DEI VALORI;89;;
PADULI;;;CENTRO DEMOCRATICO-SCELTA CIVICA;88;;
PADULI;;;CAMPANIA IN RETE;35;;
PADULI;;;PARTITO SOCIALISTA ITALIANO;12;;
PADULI;;;DAVVERO-VERDI;10;;
PADULI;;;CAMPANIA LIBERA;8;;
PADULI;CIARAMBINO VALERIA;;;;;406
PADULI;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;390;;
PADULI;VOZZA SALVATORE;;;;;17
PADULI;;;SINISTRA AL LAVORO;16;;
PADULI;ESPOSITO MARCO;;;;;11
PADULI;;
PAGO VEIANO;CALDORO STEFANO;;;;;337
PAGO VEIANO;;;FORZA ITALIA;193;;
PAGO VEIANO;;;CALDORO PRESIDENTE;59;;
PAGO VEIANO;;;NCD - CAMPANIA POPOLARE;42;;
PAGO VEIANO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;9;;
PAGO VEIANO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;7;;
PAGO VEIANO;;;NOI SUD;4;;
PAGO VEIANO;;;POPOLARI PER L'ITALIA;2;;
PAGO VEIANO;;;MAI PIU' LA TERRA DEI FUOCHI;1;;
PAGO VEIANO;DE LUCA VINCENZO;;;;;238
PAGO VEIANO;;;PARTITO DEMOCRATICO;173;;
PAGO VEIANO;;;DE LUCA PRESIDENTE;19;;
PAGO VEIANO;;;ITALIA DEI VALORI;17;;
PAGO VEIANO;;;CAMPANIA IN RETE;9;;
PAGO VEIANO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;5;;
PAGO VEIANO;;;PARTITO SOCIALISTA ITALIANO;4;;
PAGO VEIANO;;;DAVVERO-VERDI;4;;
PAGO VEIANO;;;CAMPANIA LIBERA;1;;
PAGO VEIANO;CIARAMBINO VALERIA;;;;;140
PAGO VEIANO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;139;;
PAGO VEIANO;VOZZA SALVATORE;;;;;10
PAGO VEIANO;;;SINISTRA AL LAVORO;10;;
PAGO VEIANO;ESPOSITO MARCO;;;;;0
PAGO VEIANO;;
PANNARANO;DE LUCA VINCENZO;;;;;295
PANNARANO;;;PARTITO DEMOCRATICO;162;;
PANNARANO;;;DE LUCA PRESIDENTE;107;;
PANNARANO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;12;;
PANNARANO;;;ITALIA DEI VALORI;9;;
PANNARANO;;;DAVVERO-VERDI;4;;
PANNARANO;;;CAMPANIA IN RETE;3;;
PANNARANO;;;CAMPANIA LIBERA;1;;
PANNARANO;;;PARTITO SOCIALISTA ITALIANO;0;;
PANNARANO;CALDORO STEFANO;;;;;229
PANNARANO;;;FORZA ITALIA;129;;
PANNARANO;;;NCD - CAMPANIA POPOLARE;41;;
PANNARANO;;;CALDORO PRESIDENTE;19;;
PANNARANO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;19;;
PANNARANO;;;POPOLARI PER L'ITALIA;1;;
PANNARANO;;;MAI PIU' LA TERRA DEI FUOCHI;1;;
PANNARANO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;0;;
PANNARANO;;;NOI SUD;0;;
PANNARANO;CIARAMBINO VALERIA;;;;;109
PANNARANO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;107;;
PANNARANO;VOZZA SALVATORE;;;;;35
PANNARANO;;;SINISTRA AL LAVORO;36;;
PANNARANO;ESPOSITO MARCO;;;;;11
PANNARANO;;
PAOLISI;CALDORO STEFANO;;;;;511
PAOLISI;;;NCD - CAMPANIA POPOLARE;249;;
PAOLISI;;;FORZA ITALIA;189;;
PAOLISI;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;20;;
PAOLISI;;;CALDORO PRESIDENTE;18;;
PAOLISI;;;POPOLARI PER L'ITALIA;6;;
PAOLISI;;;MAI PIU' LA TERRA DEI FUOCHI;6;;
PAOLISI;;;NOI SUD;3;;
PAOLISI;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;2;;
PAOLISI;DE LUCA VINCENZO;;;;;204
PAOLISI;;;PARTITO DEMOCRATICO;166;;
PAOLISI;;;DE LUCA PRESIDENTE;15;;
PAOLISI;;;CAMPANIA IN RETE;6;;
PAOLISI;;;CENTRO DEMOCRATICO-SCELTA CIVICA;4;;
PAOLISI;;;CAMPANIA LIBERA;2;;
PAOLISI;;;ITALIA DEI VALORI;2;;
PAOLISI;;;PARTITO SOCIALISTA ITALIANO;2;;
PAOLISI;;;DAVVERO-VERDI;1;;
PAOLISI;CIARAMBINO VALERIA;;;;;125
PAOLISI;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;116;;
PAOLISI;VOZZA SALVATORE;;;;;19
PAOLISI;;;SINISTRA AL LAVORO;19;;
PAOLISI;ESPOSITO MARCO;;;;;2
PAOLISI;;
PAUPISI;DE LUCA VINCENZO;;;;;403
PAUPISI;;;PARTITO DEMOCRATICO;365;;
PAUPISI;;;DE LUCA PRESIDENTE;13;;
PAUPISI;;;ITALIA DEI VALORI;7;;
PAUPISI;;;CAMPANIA LIBERA;7;;
PAUPISI;;;DAVVERO-VERDI;5;;
PAUPISI;;;CENTRO DEMOCRATICO-SCELTA CIVICA;4;;
PAUPISI;;;PARTITO SOCIALISTA ITALIANO;3;;
PAUPISI;;;CAMPANIA IN RETE;0;;
PAUPISI;CALDORO STEFANO;;;;;160
PAUPISI;;;FORZA ITALIA;98;;
PAUPISI;;;NCD - CAMPANIA POPOLARE;34;;
PAUPISI;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;13;;
PAUPISI;;;NOI SUD;4;;
PAUPISI;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;4;;
PAUPISI;;;CALDORO PRESIDENTE;4;;
PAUPISI;;;MAI PIU' LA TERRA DEI FUOCHI;0;;
PAUPISI;;;POPOLARI PER L'ITALIA;0;;
PAUPISI;CIARAMBINO VALERIA;;;;;48
PAUPISI;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;47;;
PAUPISI;VOZZA SALVATORE;;;;;2
PAUPISI;;;SINISTRA AL LAVORO;0;;
PAUPISI;ESPOSITO MARCO;;;;;1
PAUPISI;;
PESCO SANNITA;CALDORO STEFANO;;;;;277
PESCO SANNITA;;;FORZA ITALIA;222;;
PESCO SANNITA;;;MAI PIU' LA TERRA DEI FUOCHI;19;;
PESCO SANNITA;;;NOI SUD;13;;
PESCO SANNITA;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;10;;
PESCO SANNITA;;;NCD - CAMPANIA POPOLARE;9;;
PESCO SANNITA;;;POPOLARI PER L'ITALIA;1;;
PESCO SANNITA;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;1;;
PESCO SANNITA;;;CALDORO PRESIDENTE;0;;
PESCO SANNITA;DE LUCA VINCENZO;;;;;261
PESCO SANNITA;;;PARTITO DEMOCRATICO;214;;
PESCO SANNITA;;;PARTITO SOCIALISTA ITALIANO;11;;
PESCO SANNITA;;;CAMPANIA IN RETE;9;;
PESCO SANNITA;;;DE LUCA PRESIDENTE;2;;
PESCO SANNITA;;;ITALIA DEI VALORI;1;;
PESCO SANNITA;;;CAMPANIA LIBERA;1;;
PESCO SANNITA;;;DAVVERO-VERDI;1;;
PESCO SANNITA;;;CENTRO DEMOCRATICO-SCELTA CIVICA;1;;
PESCO SANNITA;CIARAMBINO VALERIA;;;;;146
PESCO SANNITA;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;145;;
PESCO SANNITA;VOZZA SALVATORE;;;;;11
PESCO SANNITA;;;SINISTRA AL LAVORO;16;;
PESCO SANNITA;ESPOSITO MARCO;;;;;1
PESCO SANNITA;;
PIETRAROJA;DE LUCA VINCENZO;;;;;106
PIETRAROJA;;;PARTITO DEMOCRATICO;85;;
PIETRAROJA;;;DAVVERO-VERDI;12;;
PIETRAROJA;;;CAMPANIA LIBERA;4;;
PIETRAROJA;;;DE LUCA PRESIDENTE;3;;
PIETRAROJA;;;PARTITO SOCIALISTA ITALIANO;1;;
PIETRAROJA;;;ITALIA DEI VALORI;1;;
PIETRAROJA;;;CAMPANIA IN RETE;1;;
PIETRAROJA;;;CENTRO DEMOCRATICO-SCELTA CIVICA;0;;
PIETRAROJA;CALDORO STEFANO;;;;;72
PIETRAROJA;;;FORZA ITALIA;59;;
PIETRAROJA;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;6;;
PIETRAROJA;;;NCD - CAMPANIA POPOLARE;4;;
PIETRAROJA;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;1;;
PIETRAROJA;;;POPOLARI PER L'ITALIA;1;;
PIETRAROJA;;;NOI SUD;0;;
PIETRAROJA;;;MAI PIU' LA TERRA DEI FUOCHI;0;;
PIETRAROJA;;;CALDORO PRESIDENTE;0;;
PIETRAROJA;CIARAMBINO VALERIA;;;;;13
PIETRAROJA;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;13;;
PIETRAROJA;VOZZA SALVATORE;;;;;4
PIETRAROJA;;;SINISTRA AL LAVORO;0;;
PIETRAROJA;ESPOSITO MARCO;;;;;0
PIETRAROJA;;
PIETRELCINA;CALDORO STEFANO;;;;;364
PIETRELCINA;;;FORZA ITALIA;203;;
PIETRELCINA;;;CALDORO PRESIDENTE;51;;
PIETRELCINA;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;48;;
PIETRELCINA;;;NCD - CAMPANIA POPOLARE;41;;
PIETRELCINA;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;6;;
PIETRELCINA;;;NOI SUD;3;;
PIETRELCINA;;;POPOLARI PER L'ITALIA;2;;
PIETRELCINA;;;MAI PIU' LA TERRA DEI FUOCHI;1;;
PIETRELCINA;DE LUCA VINCENZO;;;;;351
PIETRELCINA;;;PARTITO DEMOCRATICO;205;;
PIETRELCINA;;;DE LUCA PRESIDENTE;70;;
PIETRELCINA;;;CENTRO DEMOCRATICO-SCELTA CIVICA;18;;
PIETRELCINA;;;ITALIA DEI VALORI;16;;
PIETRELCINA;;;PARTITO SOCIALISTA ITALIANO;11;;
PIETRELCINA;;;CAMPANIA LIBERA;10;;
PIETRELCINA;;;CAMPANIA IN RETE;8;;
PIETRELCINA;;;DAVVERO-VERDI;2;;
PIETRELCINA;CIARAMBINO VALERIA;;;;;246
PIETRELCINA;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;245;;
PIETRELCINA;VOZZA SALVATORE;;;;;106
PIETRELCINA;;;SINISTRA AL LAVORO;98;;
PIETRELCINA;ESPOSITO MARCO;;;;;5
PIETRELCINA;;
PONTE;CALDORO STEFANO;;;;;395
PONTE;;;FORZA ITALIA;155;;
PONTE;;;NCD - CAMPANIA POPOLARE;109;;
PONTE;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;43;;
PONTE;;;CALDORO PRESIDENTE;39;;
PONTE;;;NOI SUD;19;;
PONTE;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;9;;
PONTE;;;MAI PIU' LA TERRA DEI FUOCHI;1;;
PONTE;;;POPOLARI PER L'ITALIA;0;;
PONTE;DE LUCA VINCENZO;;;;;327
PONTE;;;PARTITO DEMOCRATICO;261;;
PONTE;;;DE LUCA PRESIDENTE;52;;
PONTE;;;DAVVERO-VERDI;12;;
PONTE;;;ITALIA DEI VALORI;10;;
PONTE;;;CENTRO DEMOCRATICO-SCELTA CIVICA;3;;
PONTE;;;CAMPANIA LIBERA;3;;
PONTE;;;CAMPANIA IN RETE;1;;
PONTE;;;PARTITO SOCIALISTA ITALIANO;0;;
PONTE;CIARAMBINO VALERIA;;;;;184
PONTE;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;166;;
PONTE;VOZZA SALVATORE;;;;;8
PONTE;;;SINISTRA AL LAVORO;8;;
PONTE;ESPOSITO MARCO;;;;;5
PONTE;;
PONTELANDOLFO;CALDORO STEFANO;;;;;340
PONTELANDOLFO;;;FORZA ITALIA;175;;
PONTELANDOLFO;;;NOI SUD;70;;
PONTELANDOLFO;;;NCD - CAMPANIA POPOLARE;44;;
PONTELANDOLFO;;;CALDORO PRESIDENTE;17;;
PONTELANDOLFO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;16;;
PONTELANDOLFO;;;MAI PIU' LA TERRA DEI FUOCHI;2;;
PONTELANDOLFO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;1;;
PONTELANDOLFO;;;POPOLARI PER L'ITALIA;0;;
PONTELANDOLFO;DE LUCA VINCENZO;;;;;231
PONTELANDOLFO;;;PARTITO DEMOCRATICO;129;;
PONTELANDOLFO;;;DE LUCA PRESIDENTE;68;;
PONTELANDOLFO;;;ITALIA DEI VALORI;5;;
PONTELANDOLFO;;;CAMPANIA LIBERA;4;;
PONTELANDOLFO;;;DAVVERO-VERDI;4;;
PONTELANDOLFO;;;CAMPANIA IN RETE;2;;
PONTELANDOLFO;;;PARTITO SOCIALISTA ITALIANO;2;;
PONTELANDOLFO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;1;;
PONTELANDOLFO;CIARAMBINO VALERIA;;;;;159
PONTELANDOLFO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;155;;
PONTELANDOLFO;VOZZA SALVATORE;;;;;18
PONTELANDOLFO;;;SINISTRA AL LAVORO;16;;
PONTELANDOLFO;ESPOSITO MARCO;;;;;2
PONTELANDOLFO;;
PUGLIANELLO;CALDORO STEFANO;;;;;339
PUGLIANELLO;;;NCD - CAMPANIA POPOLARE;256;;
PUGLIANELLO;;;FORZA ITALIA;35;;
PUGLIANELLO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;12;;
PUGLIANELLO;;;CALDORO PRESIDENTE;9;;
PUGLIANELLO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;3;;
PUGLIANELLO;;;MAI PIU' LA TERRA DEI FUOCHI;3;;
PUGLIANELLO;;;NOI SUD;1;;
PUGLIANELLO;;;POPOLARI PER L'ITALIA;0;;
PUGLIANELLO;DE LUCA VINCENZO;;;;;189
PUGLIANELLO;;;PARTITO DEMOCRATICO;91;;
PUGLIANELLO;;;CAMPANIA LIBERA;73;;
PUGLIANELLO;;;CAMPANIA IN RETE;9;;
PUGLIANELLO;;;DAVVERO-VERDI;6;;
PUGLIANELLO;;;DE LUCA PRESIDENTE;6;;
PUGLIANELLO;;;ITALIA DEI VALORI;2;;
PUGLIANELLO;;;PARTITO SOCIALISTA ITALIANO;0;;
PUGLIANELLO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;0;;
PUGLIANELLO;CIARAMBINO VALERIA;;;;;104
PUGLIANELLO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;105;;
PUGLIANELLO;VOZZA SALVATORE;;;;;1
PUGLIANELLO;;;SINISTRA AL LAVORO;1;;
PUGLIANELLO;ESPOSITO MARCO;;;;;0
PUGLIANELLO;;
REINO;CALDORO STEFANO;;;;;309
REINO;;;FORZA ITALIA;123;;
REINO;;;CALDORO PRESIDENTE;106;;
REINO;;;NCD - CAMPANIA POPOLARE;32;;
REINO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;22;;
REINO;;;POPOLARI PER L'ITALIA;3;;
REINO;;;MAI PIU' LA TERRA DEI FUOCHI;2;;
REINO;;;NOI SUD;2;;
REINO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;0;;
REINO;DE LUCA VINCENZO;;;;;306
REINO;;;PARTITO DEMOCRATICO;246;;
REINO;;;DE LUCA PRESIDENTE;19;;
REINO;;;ITALIA DEI VALORI;17;;
REINO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;8;;
REINO;;;CAMPANIA LIBERA;6;;
REINO;;;CAMPANIA IN RETE;4;;
REINO;;;PARTITO SOCIALISTA ITALIANO;3;;
REINO;;;DAVVERO-VERDI;1;;
REINO;CIARAMBINO VALERIA;;;;;145
REINO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;142;;
REINO;VOZZA SALVATORE;;;;;2
REINO;;;SINISTRA AL LAVORO;1;;
REINO;ESPOSITO MARCO;;;;;0
REINO;;
SAN BARTOLOMEO IN GALDO;CALDORO STEFANO;;;;;463
SAN BARTOLOMEO IN GALDO;;;FORZA ITALIA;270;;
SAN BARTOLOMEO IN GALDO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;73;;
SAN BARTOLOMEO IN GALDO;;;NCD - CAMPANIA POPOLARE;63;;
