

Ente;Candidato;Liste/Gruppi;Voti lista;;
SANT'ARPINO;GUIDO ANIELLO;PARTITO VALORE UMANO;6;;
SUCCIVO;GRIMALDI NICOLA;MOVIMENTO 5 STELLE;2433;;
SUCCIVO;CASTIELLO GIUSEPPINA;FRATELLI D'ITALIA CON GIORGIA MELONI;571;;
SUCCIVO;;FORZA ITALIA;501;;
SUCCIVO;;LEGA;134;;
SUCCIVO;;NOI CON L'ITALIA - UDC;126;;
SUCCIVO;DELL'APROVITOLA MARIANNA;PARTITO DEMOCRATICO;515;;
SUCCIVO;;+EUROPA;32;;
SUCCIVO;;ITALIA EUROPA INSIEME;22;;
SUCCIVO;;CIVICA POPOLARE LORENZIN;9;;
SUCCIVO;CORVINO CARLO;LIBERI E UGUALI;89;;
SUCCIVO;DI FOGGIA ANGELA;POTERE AL POPOLO!;57;;
SUCCIVO;VELOTTI FILOMENA;IL POPOLO DELLA FAMIGLIA;39;;
