

Ente;Candidato;Liste/Gruppi;Voti lista;;
TRAMONTI;;+EUROPA;49;;
TRAMONTI;;ITALIA EUROPA INSIEME;10;;
TRAMONTI;;CIVICA POPOLARE LORENZIN;9;;
TRAMONTI;ANSALONE CARMINE;LIBERI E UGUALI;24;;
TRAMONTI;PICARDI GIOVANNA;ITALIA AGLI ITALIANI;17;;
TRAMONTI;DE FELICE PIO ANTONIO;POTERE AL POPOLO!;12;;
TRAMONTI;SERGIO ALESSANDRO;PARTITO COMUNISTA;7;;
TRAMONTI;ADINOLFI RAFFAELE;IL POPOLO DELLA FAMIGLIA;5;;
TRAMONTI;CURCI VALENTINA;PER UNA SINISTRA RIVOLUZIONARIA;5;;
TRAMONTI;VOTA FRANCESCO;CASAPOUND ITALIA;4;;
TRAMONTI;GUARINIELLO ANNA;PARTITO VALORE UMANO;4;;
TRAMONTI;PETRILLO FRANCO;10 VOLTE MEGLIO;1;;
VIETRI SUL MARE;PROVENZA NICOLA;MOVIMENTO 5 STELLE;1851;;
VIETRI SUL MARE;ESPOSITO GENNARO;FORZA ITALIA;698;;
VIETRI SUL MARE;;LEGA;197;;
VIETRI SUL MARE;;FRATELLI D'ITALIA CON GIORGIA MELONI;195;;
VIETRI SUL MARE;;NOI CON L'ITALIA - UDC;64;;
VIETRI SUL MARE;DE LUCA PIERO;PARTITO DEMOCRATICO;763;;
VIETRI SUL MARE;;ITALIA EUROPA INSIEME;100;;
VIETRI SUL MARE;;+EUROPA;72;;
VIETRI SUL MARE;;CIVICA POPOLARE LORENZIN;18;;
VIETRI SUL MARE;ANSALONE CARMINE;LIBERI E UGUALI;123;;
VIETRI SUL MARE;DE FELICE PIO ANTONIO;POTERE AL POPOLO!;47;;
VIETRI SUL MARE;ADINOLFI RAFFAELE;IL POPOLO DELLA FAMIGLIA;26;;
VIETRI SUL MARE;PICARDI GIOVANNA;ITALIA AGLI ITALIANI;26;;
VIETRI SUL MARE;VOTA FRANCESCO;CASAPOUND ITALIA;21;;
VIETRI SUL MARE;SERGIO ALESSANDRO;PARTITO COMUNISTA;20;;
VIETRI SUL MARE;PETRILLO FRANCO;10 VOLTE MEGLIO;7;;
VIETRI SUL MARE;GUARINIELLO ANNA;PARTITO VALORE UMANO;3;;
VIETRI SUL MARE;CURCI VALENTINA;PER UNA SINISTRA RIVOLUZIONARIA;3;;
