

Ente;Liste/Gruppi;Voti;
MUGNANO DEL CARDINALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;29;;
MUGNANO DEL CARDINALE;POPOLARI PER L'ITALIA;29;;
MUGNANO DEL CARDINALE;EUROPA VERDE;26;;
MUGNANO DEL CARDINALE;PARTITO COMUNISTA;16;;
MUGNANO DEL CARDINALE;PARTITO ANIMALISTA;7;;
MUGNANO DEL CARDINALE;CASAPOUND ITALIA - DESTRE UNITE;4;;
MUGNANO DEL CARDINALE;FORZA NUOVA;4;;
MUGNANO DEL CARDINALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
MUGNANO DEL CARDINALE;PARTITO PIRATA;1;;
NUSCO;MOVIMENTO 5 STELLE;739;;
NUSCO;PARTITO DEMOCRATICO;573;;
NUSCO;LEGA SALVINI PREMIER;523;;
NUSCO;FORZA ITALIA;219;;
NUSCO;FRATELLI D'ITALIA;71;;
NUSCO;POPOLARI PER L'ITALIA;68;;
NUSCO;PARTITO COMUNISTA;41;;
NUSCO;EUROPA VERDE;37;;
NUSCO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;34;;
NUSCO;LA SINISTRA;32;;
NUSCO;CASAPOUND ITALIA - DESTRE UNITE;23;;
NUSCO;PARTITO ANIMALISTA;13;;
NUSCO;FORZA NUOVA;8;;
NUSCO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;7;;
NUSCO;PARTITO PIRATA;4;;
OSPEDALETTO D'ALPINOLO;MOVIMENTO 5 STELLE;297;;
OSPEDALETTO D'ALPINOLO;PARTITO DEMOCRATICO;178;;
OSPEDALETTO D'ALPINOLO;LEGA SALVINI PREMIER;165;;
OSPEDALETTO D'ALPINOLO;FORZA ITALIA;84;;
OSPEDALETTO D'ALPINOLO;FRATELLI D'ITALIA;31;;
OSPEDALETTO D'ALPINOLO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;15;;
OSPEDALETTO D'ALPINOLO;EUROPA VERDE;12;;
OSPEDALETTO D'ALPINOLO;LA SINISTRA;10;;
OSPEDALETTO D'ALPINOLO;PARTITO ANIMALISTA;5;;
OSPEDALETTO D'ALPINOLO;POPOLARI PER L'ITALIA;4;;
OSPEDALETTO D'ALPINOLO;PARTITO COMUNISTA;3;;
OSPEDALETTO D'ALPINOLO;CASAPOUND ITALIA - DESTRE UNITE;3;;
OSPEDALETTO D'ALPINOLO;FORZA NUOVA;1;;
OSPEDALETTO D'ALPINOLO;PARTITO PIRATA;0;;
OSPEDALETTO D'ALPINOLO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
PAGO DEL VALLO DI LAURO;MOVIMENTO 5 STELLE;209;;
PAGO DEL VALLO DI LAURO;FORZA ITALIA;161;;
PAGO DEL VALLO DI LAURO;PARTITO DEMOCRATICO;158;;
PAGO DEL VALLO DI LAURO;LEGA SALVINI PREMIER;91;;
PAGO DEL VALLO DI LAURO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;23;;
PAGO DEL VALLO DI LAURO;FRATELLI D'ITALIA;21;;
PAGO DEL VALLO DI LAURO;EUROPA VERDE;7;;
PAGO DEL VALLO DI LAURO;LA SINISTRA;2;;
PAGO DEL VALLO DI LAURO;PARTITO PIRATA;1;;
PAGO DEL VALLO DI LAURO;CASAPOUND ITALIA - DESTRE UNITE;1;;
PAGO DEL VALLO DI LAURO;PARTITO COMUNISTA;1;;
PAGO DEL VALLO DI LAURO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
PAGO DEL VALLO DI LAURO;PARTITO ANIMALISTA;0;;
PAGO DEL VALLO DI LAURO;POPOLARI PER L'ITALIA;0;;
PAGO DEL VALLO DI LAURO;FORZA NUOVA;0;;
PAROLISE;MOVIMENTO 5 STELLE;132;;
PAROLISE;LEGA SALVINI PREMIER;112;;
PAROLISE;PARTITO DEMOCRATICO;56;;
PAROLISE;FORZA ITALIA;50;;
PAROLISE;FRATELLI D'ITALIA;20;;
PAROLISE;LA SINISTRA;11;;
PAROLISE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;8;;
PAROLISE;PARTITO ANIMALISTA;6;;
PAROLISE;EUROPA VERDE;5;;
PAROLISE;PARTITO COMUNISTA;4;;
PAROLISE;POPOLARI PER L'ITALIA;3;;
PAROLISE;FORZA NUOVA;2;;
PAROLISE;CASAPOUND ITALIA - DESTRE UNITE;1;;
PAROLISE;PARTITO PIRATA;0;;
PAROLISE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
PATERNOPOLI;MOVIMENTO 5 STELLE;447;;
PATERNOPOLI;LEGA SALVINI PREMIER;327;;
PATERNOPOLI;PARTITO DEMOCRATICO;245;;
PATERNOPOLI;FORZA ITALIA;128;;
PATERNOPOLI;LA SINISTRA;73;;
PATERNOPOLI;FRATELLI D'ITALIA;49;;
PATERNOPOLI;PARTITO ANIMALISTA;26;;
PATERNOPOLI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;23;;
PATERNOPOLI;EUROPA VERDE;19;;
PATERNOPOLI;PARTITO COMUNISTA;12;;
PATERNOPOLI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;7;;
PATERNOPOLI;FORZA NUOVA;5;;
PATERNOPOLI;CASAPOUND ITALIA - DESTRE UNITE;5;;
PATERNOPOLI;PARTITO PIRATA;4;;
PATERNOPOLI;POPOLARI PER L'ITALIA;3;;
PETRURO IRPINO;PARTITO DEMOCRATICO;38;;
PETRURO IRPINO;LEGA SALVINI PREMIER;28;;
PETRURO IRPINO;MOVIMENTO 5 STELLE;25;;
PETRURO IRPINO;FRATELLI D'ITALIA;10;;
PETRURO IRPINO;LA SINISTRA;7;;
PETRURO IRPINO;FORZA ITALIA;2;;
PETRURO IRPINO;EUROPA VERDE;2;;
PETRURO IRPINO;POPOLARI PER L'ITALIA;1;;
PETRURO IRPINO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
PETRURO IRPINO;CASAPOUND ITALIA - DESTRE UNITE;1;;
PETRURO IRPINO;PARTITO COMUNISTA;1;;
PETRURO IRPINO;FORZA NUOVA;0;;
PETRURO IRPINO;PARTITO PIRATA;0;;
PETRURO IRPINO;PARTITO ANIMALISTA;0;;
PETRURO IRPINO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;0;;
PIETRADEFUSI;MOVIMENTO 5 STELLE;208;;
PIETRADEFUSI;LEGA SALVINI PREMIER;192;;
PIETRADEFUSI;PARTITO DEMOCRATICO;133;;
PIETRADEFUSI;FORZA ITALIA;86;;
PIETRADEFUSI;FRATELLI D'ITALIA;46;;
PIETRADEFUSI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;16;;
PIETRADEFUSI;LA SINISTRA;13;;
PIETRADEFUSI;POPOLARI PER L'ITALIA;13;;
PIETRADEFUSI;PARTITO ANIMALISTA;9;;
PIETRADEFUSI;PARTITO COMUNISTA;8;;
PIETRADEFUSI;EUROPA VERDE;6;;
PIETRADEFUSI;FORZA NUOVA;1;;
PIETRADEFUSI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
PIETRADEFUSI;CASAPOUND ITALIA - DESTRE UNITE;0;;
PIETRADEFUSI;PARTITO PIRATA;0;;
PIETRASTORNINA;PARTITO DEMOCRATICO;156;;
PIETRASTORNINA;MOVIMENTO 5 STELLE;154;;
PIETRASTORNINA;LEGA SALVINI PREMIER;147;;
PIETRASTORNINA;FORZA ITALIA;41;;
PIETRASTORNINA;LA SINISTRA;34;;
PIETRASTORNINA;FRATELLI D'ITALIA;18;;
PIETRASTORNINA;POPOLARI PER L'ITALIA;14;;
PIETRASTORNINA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;10;;
PIETRASTORNINA;EUROPA VERDE;6;;
PIETRASTORNINA;CASAPOUND ITALIA - DESTRE UNITE;5;;
PIETRASTORNINA;FORZA NUOVA;3;;
PIETRASTORNINA;PARTITO COMUNISTA;2;;
PIETRASTORNINA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
PIETRASTORNINA;PARTITO ANIMALISTA;2;;
PIETRASTORNINA;PARTITO PIRATA;0;;
PRATA DI PRINCIPATO ULTRA;MOVIMENTO 5 STELLE;406;;
PRATA DI PRINCIPATO ULTRA;LEGA SALVINI PREMIER;184;;
PRATA DI PRINCIPATO ULTRA;PARTITO DEMOCRATICO;178;;
PRATA DI PRINCIPATO ULTRA;FORZA ITALIA;112;;
PRATA DI PRINCIPATO ULTRA;LA SINISTRA;33;;
PRATA DI PRINCIPATO ULTRA;FRATELLI D'ITALIA;31;;
PRATA DI PRINCIPATO ULTRA;PARTITO COMUNISTA;15;;
PRATA DI PRINCIPATO ULTRA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;12;;
PRATA DI PRINCIPATO ULTRA;EUROPA VERDE;12;;
PRATA DI PRINCIPATO ULTRA;PARTITO ANIMALISTA;8;;
PRATA DI PRINCIPATO ULTRA;POPOLARI PER L'ITALIA;3;;
PRATA DI PRINCIPATO ULTRA;CASAPOUND ITALIA - DESTRE UNITE;2;;
PRATA DI PRINCIPATO ULTRA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
PRATA DI PRINCIPATO ULTRA;PARTITO PIRATA;2;;
PRATA DI PRINCIPATO ULTRA;FORZA NUOVA;1;;
PRATOLA SERRA;FORZA ITALIA;599;;
PRATOLA SERRA;MOVIMENTO 5 STELLE;500;;
PRATOLA SERRA;PARTITO DEMOCRATICO;291;;
PRATOLA SERRA;LEGA SALVINI PREMIER;216;;
PRATOLA SERRA;FRATELLI D'ITALIA;46;;
PRATOLA SERRA;LA SINISTRA;42;;
PRATOLA SERRA;POPOLARI PER L'ITALIA;27;;
PRATOLA SERRA;PARTITO COMUNISTA;20;;
PRATOLA SERRA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;17;;
PRATOLA SERRA;EUROPA VERDE;11;;
PRATOLA SERRA;PARTITO ANIMALISTA;8;;
PRATOLA SERRA;FORZA NUOVA;3;;
PRATOLA SERRA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;3;;
PRATOLA SERRA;CASAPOUND ITALIA - DESTRE UNITE;2;;
PRATOLA SERRA;PARTITO PIRATA;0;;
QUADRELLE;MOVIMENTO 5 STELLE;214;;
QUADRELLE;FORZA ITALIA;201;;
QUADRELLE;LEGA SALVINI PREMIER;111;;
QUADRELLE;PARTITO DEMOCRATICO;91;;
QUADRELLE;FRATELLI D'ITALIA;20;;
QUADRELLE;LA SINISTRA;10;;
QUADRELLE;POPOLARI PER L'ITALIA;7;;
QUADRELLE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;7;;
QUADRELLE;PARTITO COMUNISTA;6;;
QUADRELLE;PARTITO ANIMALISTA;6;;
QUADRELLE;CASAPOUND ITALIA - DESTRE UNITE;4;;
QUADRELLE;EUROPA VERDE;4;;
QUADRELLE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
QUADRELLE;FORZA NUOVA;0;;
QUADRELLE;PARTITO PIRATA;0;;
QUINDICI;LEGA SALVINI PREMIER;228;;
QUINDICI;MOVIMENTO 5 STELLE;176;;
QUINDICI;FORZA ITALIA;144;;
QUINDICI;PARTITO DEMOCRATICO;115;;
QUINDICI;FRATELLI D'ITALIA;75;;
QUINDICI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;11;;
QUINDICI;EUROPA VERDE;11;;
QUINDICI;POPOLARI PER L'ITALIA;7;;
QUINDICI;LA SINISTRA;5;;
QUINDICI;FORZA NUOVA;3;;
QUINDICI;PARTITO COMUNISTA;3;;
QUINDICI;CASAPOUND ITALIA - DESTRE UNITE;1;;
QUINDICI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
QUINDICI;PARTITO ANIMALISTA;1;;
QUINDICI;PARTITO PIRATA;0;;
ROCCABASCERANA;MOVIMENTO 5 STELLE;285;;
ROCCABASCERANA;PARTITO DEMOCRATICO;276;;
ROCCABASCERANA;LEGA SALVINI PREMIER;190;;
ROCCABASCERANA;FORZA ITALIA;138;;
ROCCABASCERANA;POPOLARI PER L'ITALIA;56;;
ROCCABASCERANA;FRATELLI D'ITALIA;31;;
ROCCABASCERANA;LA SINISTRA;17;;
ROCCABASCERANA;EUROPA VERDE;13;;
ROCCABASCERANA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;11;;
ROCCABASCERANA;PARTITO COMUNISTA;7;;
ROCCABASCERANA;PARTITO PIRATA;4;;
ROCCABASCERANA;FORZA NUOVA;3;;
ROCCABASCERANA;PARTITO ANIMALISTA;2;;
ROCCABASCERANA;CASAPOUND ITALIA - DESTRE UNITE;1;;
ROCCABASCERANA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
ROCCA SAN FELICE;MOVIMENTO 5 STELLE;113;;
ROCCA SAN FELICE;LEGA SALVINI PREMIER;70;;
ROCCA SAN FELICE;PARTITO DEMOCRATICO;44;;
ROCCA SAN FELICE;FORZA ITALIA;37;;
ROCCA SAN FELICE;FRATELLI D'ITALIA;16;;
ROCCA SAN FELICE;PARTITO ANIMALISTA;3;;
ROCCA SAN FELICE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
ROCCA SAN FELICE;LA SINISTRA;1;;
ROCCA SAN FELICE;PARTITO PIRATA;1;;
ROCCA SAN FELICE;EUROPA VERDE;1;;
ROCCA SAN FELICE;PARTITO COMUNISTA;1;;
ROCCA SAN FELICE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;1;;
ROCCA SAN FELICE;POPOLARI PER L'ITALIA;1;;
ROCCA SAN FELICE;CASAPOUND ITALIA - DESTRE UNITE;0;;
ROCCA SAN FELICE;FORZA NUOVA;0;;
ROTONDI;MOVIMENTO 5 STELLE;397;;
ROTONDI;PARTITO DEMOCRATICO;342;;
ROTONDI;LEGA SALVINI PREMIER;315;;
ROTONDI;FORZA ITALIA;196;;
ROTONDI;POPOLARI PER L'ITALIA;152;;
ROTONDI;FRATELLI D'ITALIA;55;;
ROTONDI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;18;;
ROTONDI;PARTITO COMUNISTA;14;;
ROTONDI;EUROPA VERDE;10;;
ROTONDI;LA SINISTRA;6;;
ROTONDI;PARTITO ANIMALISTA;4;;
ROTONDI;FORZA NUOVA;3;;
ROTONDI;PARTITO PIRATA;1;;
ROTONDI;CASAPOUND ITALIA - DESTRE UNITE;0;;
ROTONDI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
SALZA IRPINA;MOVIMENTO 5 STELLE;166;;
SALZA IRPINA;LEGA SALVINI PREMIER;106;;
SALZA IRPINA;PARTITO DEMOCRATICO;77;;
SALZA IRPINA;FORZA ITALIA;68;;
SALZA IRPINA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;44;;
SALZA IRPINA;FRATELLI D'ITALIA;20;;
SALZA IRPINA;LA SINISTRA;12;;
SALZA IRPINA;PARTITO COMUNISTA;6;;
SALZA IRPINA;EUROPA VERDE;5;;
SALZA IRPINA;POPOLARI PER L'ITALIA;5;;
SALZA IRPINA;PARTITO ANIMALISTA;3;;
SALZA IRPINA;PARTITO PIRATA;1;;
SALZA IRPINA;CASAPOUND ITALIA - DESTRE UNITE;1;;
SALZA IRPINA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
SALZA IRPINA;FORZA NUOVA;0;;
SAN MANGO SUL CALORE;PARTITO DEMOCRATICO;182;;
SAN MANGO SUL CALORE;MOVIMENTO 5 STELLE;132;;
SAN MANGO SUL CALORE;LEGA SALVINI PREMIER;79;;
SAN MANGO SUL CALORE;FORZA ITALIA;37;;
SAN MANGO SUL CALORE;FRATELLI D'ITALIA;14;;
SAN MANGO SUL CALORE;LA SINISTRA;9;;
SAN MANGO SUL CALORE;EUROPA VERDE;8;;
SAN MANGO SUL CALORE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;7;;
SAN MANGO SUL CALORE;PARTITO COMUNISTA;2;;
SAN MANGO SUL CALORE;FORZA NUOVA;1;;
SAN MANGO SUL CALORE;CASAPOUND ITALIA - DESTRE UNITE;1;;
SAN MANGO SUL CALORE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
SAN MANGO SUL CALORE;PARTITO PIRATA;0;;
SAN MANGO SUL CALORE;PARTITO ANIMALISTA;0;;
SAN MANGO SUL CALORE;POPOLARI PER L'ITALIA;0;;
SAN MARTINO VALLE CAUDINA;MOVIMENTO 5 STELLE;612;;
SAN MARTINO VALLE CAUDINA;PARTITO DEMOCRATICO;554;;
SAN MARTINO VALLE CAUDINA;LEGA SALVINI PREMIER;319;;
SAN MARTINO VALLE CAUDINA;FORZA ITALIA;245;;
SAN MARTINO VALLE CAUDINA;FRATELLI D'ITALIA;56;;
SAN MARTINO VALLE CAUDINA;LA SINISTRA;50;;
SAN MARTINO VALLE CAUDINA;POPOLARI PER L'ITALIA;46;;
SAN MARTINO VALLE CAUDINA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;19;;
SAN MARTINO VALLE CAUDINA;EUROPA VERDE;15;;
SAN MARTINO VALLE CAUDINA;PARTITO COMUNISTA;13;;
SAN MARTINO VALLE CAUDINA;PARTITO ANIMALISTA;5;;
SAN MARTINO VALLE CAUDINA;PARTITO PIRATA;2;;
SAN MARTINO VALLE CAUDINA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
SAN MARTINO VALLE CAUDINA;CASAPOUND ITALIA - DESTRE UNITE;1;;
SAN MARTINO VALLE CAUDINA;FORZA NUOVA;1;;
SAN MICHELE DI SERINO;MOVIMENTO 5 STELLE;456;;
SAN MICHELE DI SERINO;PARTITO DEMOCRATICO;374;;
SAN MICHELE DI SERINO;LEGA SALVINI PREMIER;333;;
SAN MICHELE DI SERINO;FORZA ITALIA;174;;
SAN MICHELE DI SERINO;FRATELLI D'ITALIA;54;;
SAN MICHELE DI SERINO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;41;;
SAN MICHELE DI SERINO;LA SINISTRA;33;;
SAN MICHELE DI SERINO;EUROPA VERDE;14;;
SAN MICHELE DI SERINO;PARTITO COMUNISTA;13;;
SAN MICHELE DI SERINO;PARTITO ANIMALISTA;12;;
SAN MICHELE DI SERINO;POPOLARI PER L'ITALIA;7;;
SAN MICHELE DI SERINO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;3;;
SAN MICHELE DI SERINO;FORZA NUOVA;2;;
SAN MICHELE DI SERINO;CASAPOUND ITALIA - DESTRE UNITE;2;;
SAN MICHELE DI SERINO;PARTITO PIRATA;1;;
SAN NICOLA BARONIA;PARTITO DEMOCRATICO;263;;
SAN NICOLA BARONIA;MOVIMENTO 5 STELLE;108;;
SAN NICOLA BARONIA;LEGA SALVINI PREMIER;48;;
SAN NICOLA BARONIA;FORZA ITALIA;40;;
SAN NICOLA BARONIA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;18;;
SAN NICOLA BARONIA;FRATELLI D'ITALIA;8;;
SAN NICOLA BARONIA;EUROPA VERDE;8;;
SAN NICOLA BARONIA;PARTITO COMUNISTA;6;;
SAN NICOLA BARONIA;PARTITO ANIMALISTA;4;;
SAN NICOLA BARONIA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;3;;
SAN NICOLA BARONIA;LA SINISTRA;2;;
SAN NICOLA BARONIA;POPOLARI PER L'ITALIA;1;;
SAN NICOLA BARONIA;FORZA NUOVA;1;;
SAN NICOLA BARONIA;PARTITO PIRATA;0;;
SAN NICOLA BARONIA;CASAPOUND ITALIA - DESTRE UNITE;0;;
SAN POTITO ULTRA;MOVIMENTO 5 STELLE;190;;
SAN POTITO ULTRA;LEGA SALVINI PREMIER;149;;
SAN POTITO ULTRA;PARTITO DEMOCRATICO;107;;
SAN POTITO ULTRA;FORZA ITALIA;84;;
SAN POTITO ULTRA;LA SINISTRA;54;;
SAN POTITO ULTRA;FRATELLI D'ITALIA;25;;
SAN POTITO ULTRA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;16;;
SAN POTITO ULTRA;EUROPA VERDE;7;;
SAN POTITO ULTRA;PARTITO COMUNISTA;7;;
SAN POTITO ULTRA;POPOLARI PER L'ITALIA;6;;
SAN POTITO ULTRA;PARTITO ANIMALISTA;3;;
SAN POTITO ULTRA;CASAPOUND ITALIA - DESTRE UNITE;2;;
SAN POTITO ULTRA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
SAN POTITO ULTRA;FORZA NUOVA;1;;
SAN POTITO ULTRA;PARTITO PIRATA;0;;
SAN SOSSIO BARONIA;MOVIMENTO 5 STELLE;304;;
SAN SOSSIO BARONIA;PARTITO DEMOCRATICO;285;;
SAN SOSSIO BARONIA;LEGA SALVINI PREMIER;248;;
SAN SOSSIO BARONIA;FORZA ITALIA;106;;
SAN SOSSIO BARONIA;FRATELLI D'ITALIA;19;;
SAN SOSSIO BARONIA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;12;;
SAN SOSSIO BARONIA;PARTITO COMUNISTA;9;;
SAN SOSSIO BARONIA;LA SINISTRA;7;;
SAN SOSSIO BARONIA;EUROPA VERDE;5;;
SAN SOSSIO BARONIA;CASAPOUND ITALIA - DESTRE UNITE;4;;
SAN SOSSIO BARONIA;PARTITO ANIMALISTA;4;;
SAN SOSSIO BARONIA;POPOLARI PER L'ITALIA;2;;
SAN SOSSIO BARONIA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
SAN SOSSIO BARONIA;PARTITO PIRATA;0;;
SAN SOSSIO BARONIA;FORZA NUOVA;0;;
SANTA LUCIA DI SERINO;MOVIMENTO 5 STELLE;281;;
SANTA LUCIA DI SERINO;LEGA SALVINI PREMIER;182;;
SANTA LUCIA DI SERINO;PARTITO DEMOCRATICO;159;;
SANTA LUCIA DI SERINO;FORZA ITALIA;145;;
SANTA LUCIA DI SERINO;FRATELLI D'ITALIA;34;;
SANTA LUCIA DI SERINO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;11;;
SANTA LUCIA DI SERINO;EUROPA VERDE;9;;
SANTA LUCIA DI SERINO;PARTITO COMUNISTA;7;;
SANTA LUCIA DI SERINO;LA SINISTRA;6;;
SANTA LUCIA DI SERINO;PARTITO ANIMALISTA;6;;
SANTA LUCIA DI SERINO;POPOLARI PER L'ITALIA;4;;
SANTA LUCIA DI SERINO;CASAPOUND ITALIA - DESTRE UNITE;3;;
SANTA LUCIA DI SERINO;PARTITO PIRATA;2;;
SANTA LUCIA DI SERINO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
SANTA LUCIA DI SERINO;FORZA NUOVA;2;;
SANT'ANDREA DI CONZA;MOVIMENTO 5 STELLE;279;;
SANT'ANDREA DI CONZA;PARTITO DEMOCRATICO;194;;
SANT'ANDREA DI CONZA;LEGA SALVINI PREMIER;182;;
SANT'ANDREA DI CONZA;FORZA ITALIA;68;;
SANT'ANDREA DI CONZA;PARTITO COMUNISTA;39;;
SANT'ANDREA DI CONZA;FRATELLI D'ITALIA;21;;
SANT'ANDREA DI CONZA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;21;;
SANT'ANDREA DI CONZA;POPOLARI PER L'ITALIA;15;;
SANT'ANDREA DI CONZA;EUROPA VERDE;13;;
SANT'ANDREA DI CONZA;LA SINISTRA;9;;
SANT'ANDREA DI CONZA;PARTITO ANIMALISTA;7;;
SANT'ANDREA DI CONZA;FORZA NUOVA;2;;
SANT'ANDREA DI CONZA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
SANT'ANDREA DI CONZA;CASAPOUND ITALIA - DESTRE UNITE;0;;
SANT'ANDREA DI CONZA;PARTITO PIRATA;0;;
SANT'ANGELO ALL'ESCA;LEGA SALVINI PREMIER;90;;
SANT'ANGELO ALL'ESCA;PARTITO DEMOCRATICO;89;;
SANT'ANGELO ALL'ESCA;MOVIMENTO 5 STELLE;73;;
SANT'ANGELO ALL'ESCA;FORZA ITALIA;25;;
SANT'ANGELO ALL'ESCA;FRATELLI D'ITALIA;21;;
SANT'ANGELO ALL'ESCA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;15;;
SANT'ANGELO ALL'ESCA;LA SINISTRA;7;;
SANT'ANGELO ALL'ESCA;EUROPA VERDE;2;;
SANT'ANGELO ALL'ESCA;FORZA NUOVA;1;;
SANT'ANGELO ALL'ESCA;PARTITO PIRATA;1;;
SANT'ANGELO ALL'ESCA;PARTITO ANIMALISTA;1;;
SANT'ANGELO ALL'ESCA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
SANT'ANGELO ALL'ESCA;PARTITO COMUNISTA;0;;
SANT'ANGELO ALL'ESCA;CASAPOUND ITALIA - DESTRE UNITE;0;;
SANT'ANGELO ALL'ESCA;POPOLARI PER L'ITALIA;0;;
SANT'ANGELO A SCALA;MOVIMENTO 5 STELLE;102;;
SANT'ANGELO A SCALA;LEGA SALVINI PREMIER;92;;
SANT'ANGELO A SCALA;PARTITO DEMOCRATICO;26;;
SANT'ANGELO A SCALA;FORZA ITALIA;26;;
SANT'ANGELO A SCALA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;6;;
SANT'ANGELO A SCALA;FRATELLI D'ITALIA;6;;
SANT'ANGELO A SCALA;LA SINISTRA;5;;
SANT'ANGELO A SCALA;PARTITO COMUNISTA;4;;
SANT'ANGELO A SCALA;EUROPA VERDE;2;;
SANT'ANGELO A SCALA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;1;;
SANT'ANGELO A SCALA;FORZA NUOVA;0;;
SANT'ANGELO A SCALA;CASAPOUND ITALIA - DESTRE UNITE;0;;
SANT'ANGELO A SCALA;POPOLARI PER L'ITALIA;0;;
SANT'ANGELO A SCALA;PARTITO ANIMALISTA;0;;
SANT'ANGELO A SCALA;PARTITO PIRATA;0;;
SANT'ANGELO DEI LOMBARDI;PARTITO DEMOCRATICO;574;;
SANT'ANGELO DEI LOMBARDI;MOVIMENTO 5 STELLE;429;;
SANT'ANGELO DEI LOMBARDI;LEGA SALVINI PREMIER;284;;
SANT'ANGELO DEI LOMBARDI;FORZA ITALIA;144;;
SANT'ANGELO DEI LOMBARDI;FRATELLI D'ITALIA;39;;
SANT'ANGELO DEI LOMBARDI;LA SINISTRA;18;;
SANT'ANGELO DEI LOMBARDI;EUROPA VERDE;17;;
SANT'ANGELO DEI LOMBARDI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;14;;
SANT'ANGELO DEI LOMBARDI;PARTITO COMUNISTA;14;;
SANT'ANGELO DEI LOMBARDI;PARTITO ANIMALISTA;4;;
SANT'ANGELO DEI LOMBARDI;FORZA NUOVA;2;;
SANT'ANGELO DEI LOMBARDI;CASAPOUND ITALIA - DESTRE UNITE;2;;
SANT'ANGELO DEI LOMBARDI;POPOLARI PER L'ITALIA;1;;
SANT'ANGELO DEI LOMBARDI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
SANT'ANGELO DEI LOMBARDI;PARTITO PIRATA;0;;
SANTA PAOLINA;MOVIMENTO 5 STELLE;221;;
SANTA PAOLINA;LEGA SALVINI PREMIER;188;;
SANTA PAOLINA;PARTITO DEMOCRATICO;154;;
SANTA PAOLINA;FORZA ITALIA;97;;
SANTA PAOLINA;LA SINISTRA;50;;
SANTA PAOLINA;FRATELLI D'ITALIA;25;;
SANTA PAOLINA;POPOLARI PER L'ITALIA;18;;
